EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1576518600.259288,33639.000,5348,2,ER,1,100,1.701160
1576518600.259288,33639.000,5348,2,ER,1,100,1.697453
1576518600.331221,33699.500,5366,2,ER,1,100,1.696849
1576518600.403155,33760.000,5366,2,ER,1,100,1.699548
1576518600.469738,33816.000,5384,1,ER,1,100,1.697131
1576518600.537510,33873.000,5401,2,ER,1,100,1.697534
1576518600.605282,33930.000,5401,2,ER,1,100,1.696406
1576518600.668298,33983.000,5419,2,ER,1,100,1.692458
1576518600.731314,34036.000,5419,2,ER,1,100,1.697856
1576518600.796708,34091.000,5437,2,ER,1,100,1.697856
1576518600.862102,34146.000,5437,2,ER,1,100,1.699387
1576518600.931657,34204.500,5453,2,ER,1,100,1.698018
1576518601.001213,34263.000,5453,2,ER,1,100,1.698018
1576518601.066607,34318.000,5472,1,ER,1,100,1.698380
1576518601.135567,34376.000,5490,2,ER,1,100,1.698662
1576518601.204528,34434.000,5490,2,ER,1,100,1.700918
1576518601.271111,34490.000,5508,2,ER,1,100,1.697413
1576518601.337694,34546.000,5508,2,ER,1,100,1.699548
1576518601.402494,34600.500,5526,2,ER,1,100,1.697736
1576518601.467294,34655.000,5526,2,ER,1,100,1.700072
1576518601.531498,34709.000,5544,2,ER,1,100,1.698743
1576518601.595703,34763.000,5544,2,ER,1,100,1.698823
1576518601.662287,34819.000,5562,2,ER,1,100,1.699065
1576518601.728869,34875.000,5562,2,ER,1,100,1.698662
1576518601.799019,34934.000,5580,1,ER,1,100,1.700716
1576518601.866197,34990.500,5597,2,ER,1,100,1.698340
1576518601.933374,35047.000,5597,2,ER,1,100,1.699870
1576518601.999957,35103.000,5615,2,ER,1,100,1.698179
1576518602.066540,35159.000,5615,2,ER,1,100,1.700918
1576518602.129556,35212.000,5632,2,ER,1,100,1.698783
1576518602.192572,35265.000,5632,2,ER,1,100,1.699347
1576518602.258561,35320.500,5650,2,ER,1,100,1.697252
1576518602.324549,35376.000,5650,2,ER,1,100,1.698138
1576518602.398266,35438.000,5668,1,ER,1,100,1.698984
1576518602.464849,35494.000,5686,2,ER,1,100,1.696849
1576518602.531432,35550.000,5686,2,ER,1,100,1.699427
1576518602.599799,35607.500,5704,2,ER,1,100,1.696648
1576518602.668165,35665.000,5704,2,ER,1,100,1.698179
1576518602.731776,35718.500,5722,2,ER,1,100,1.697494
1576518602.795386,35772.000,5722,2,ER,1,100,1.698138
1576518602.860186,35826.500,5740,2,ER,1,100,1.697937
1576518602.924985,35881.000,5740,2,ER,1,100,1.697776
1576518602.997513,35942.000,5758,1,ER,1,100,1.698783
1576518603.064691,35998.500,5776,2,ER,1,100,1.696567
1576518603.131868,36055.000,5776,2,ER,1,100,1.698501
1576518603.199045,36111.500,5794,2,ER,1,100,1.694996
1576518603.266223,36168.000,5794,2,ER,1,100,1.700032
1576518603.328645,36220.500,5810,2,ER,1,100,1.699790
1576518603.391066,36273.000,5810,2,ER,1,100,1.698984
1576518603.457054,36328.500,5828,2,ER,1,100,1.697937
1576518603.523043,36384.000,5828,2,ER,1,100,1.698582
1576518603.593193,36443.000,5846,1,ER,1,100,1.698783
1576518603.659776,36499.000,5864,2,ER,1,100,1.696084
1576518603.726359,36555.000,5864,2,ER,1,100,1.698340
1576518603.796509,36614.000,5882,2,ER,1,100,1.695842
1576518603.866659,36673.000,5882,2,ER,1,100,1.698420
1576518603.936214,36731.500,5900,2,ER,1,100,1.697333
1576518604.005769,36790.000,5900,2,ER,1,100,1.697615
1576518604.072353,36846.000,5919,1,ER,1,100,1.700958
1576518604.135369,36899.000,5936,2,ER,1,100,1.692418
1576518604.198385,36952.000,5936,2,ER,1,100,1.693788
1576518604.263184,37006.500,5954,2,ER,1,100,1.692056
1576518604.327984,37061.000,5954,2,ER,1,100,1.695117
1576518604.391594,37114.500,5972,2,ER,1,100,1.694553
1576518604.455205,37168.000,5972,2,ER,1,100,1.698300
1576518604.521788,37224.000,5990,2,ER,1,100,1.696044
1576518604.588371,37280.000,5990,2,ER,1,100,1.696285
1576518604.656737,37337.500,6006,2,ER,1,100,1.695359
1576518604.725104,37395.000,6006,2,ER,1,100,1.697453
1576518604.794065,37453.000,6024,1,ER,1,100,1.707605
1576518604.861242,37509.500,6042,2,ER,1,100,1.713688
1576518604.928420,37566.000,6042,2,ER,1,100,1.727263
1576518604.991436,37619.000,6060,2,ER,1,100,1.734554
1576518605.054451,37672.000,6060,2,ER,1,100,1.742128
1576518605.120440,37727.500,6079,2,ER,1,100,1.742651
1576518605.186429,37783.000,6079,2,ER,1,100,1.748210
1576518605.254200,37840.000,6097,2,ER,1,100,1.752158
1576518605.321972,37897.000,6097,2,ER,1,100,1.742611
1576518605.389745,37954.000,6115,1,ER,1,100,1.743135
1576518605.459300,38012.500,6132,2,ER,1,100,1.737817
1576518605.528855,38071.000,6132,2,ER,1,100,1.741765
1576518605.591871,38124.000,6150,2,ER,1,100,1.757959
1576518605.654887,38177.000,6150,2,ER,1,100,1.761141
1576518605.718498,38230.500,6168,2,ER,1,100,1.764847
1576518605.782108,38284.000,6168,2,ER,1,100,1.778463
1576518605.849880,38341.000,6186,2,ER,1,100,1.771776
1576518605.917652,38398.000,6186,2,ER,1,100,1.770447
1576518605.988991,38458.000,6202,1,ER,1,100,1.784062
1576518606.057358,38515.500,6221,2,ER,1,100,1.788373
1576518606.125724,38573.000,6221,2,ER,1,100,1.786600
1576518606.189137,38626.333,6242,3,ER,1,100,1.772380
1576518606.252549,38679.667,6242,3,ER,1,100,1.758684
1576518606.315961,38733.000,6242,3,ER,1,100,1.763719
1576518606.382544,38789.000,6262,2,ER,1,100,1.737253
1576518606.449127,38845.000,6262,2,ER,1,100,1.749902
1576518606.518683,38903.500,6279,2,ER,1,100,1.708250
1576518606.588238,38962.000,6279,2,ER,1,100,1.685651
1576518606.655416,39018.500,6296,2,ER,1,100,1.672156
1576518606.722593,39075.000,6296,2,ER,1,100,1.657452
1576518606.791554,39133.000,6314,1,ER,1,100,1.647140
1576518606.852787,39184.500,6332,2,ER,1,100,1.641822
1576518606.914019,39236.000,6332,2,ER,1,100,1.633403
1576518606.978224,39290.000,6351,2,ER,1,100,1.623292
1576518607.042429,39344.000,6351,2,ER,1,100,1.617733
1576518607.111984,39402.500,6369,2,ER,1,100,1.598276
1576518607.181540,39461.000,6369,2,ER,1,100,1.598317
1576518607.248123,39517.000,6387,2,ER,1,100,1.597471
1576518607.314706,39573.000,6387,2,ER,1,100,1.603433
