EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1576517088.414620,64278.000,10593,2,AK,1,100,93
1576517088.414620,64278.000,10593,2,AK,1,100,RB
1576517091.456250,66837.000,11486,2,AK,1,100,11484
1576517094.497879,69396.000,11486,2,AK,1,100,RD
1576517094.641700,69517.000,11525,2,AK,1,100,11484
1576517094.785520,69638.000,11525,2,AK,1,100,RD
1576517097.677980,72071.500,12382,2,AK,1,100,12380
1576517100.570440,74505.000,12382,2,AK,1,100,RD
1576517100.667311,74586.500,12403,2,AK,1,100,12380
1576517100.764182,74668.000,12403,2,AK,1,100,RD
1576517103.792737,77216.000,13297,2,AK,1,100,13277
1576517106.821291,79764.000,13297,2,AK,1,100,RD
1576517106.824857,79767.000,13299,2,AK,1,100,13277
1576517106.828423,79770.000,13299,2,AK,1,100,RD
1576517109.802302,82272.000,14177,2,AK,1,100,14175
1576517112.776181,84774.000,14177,2,AK,1,100,RD
1576517112.836205,84824.500,14197,2,AK,1,100,14175
1576517112.896230,84875.000,14197,2,AK,1,100,RD
1576517115.840394,87352.000,15073,2,AK,1,100,15071
1576517118.784558,89829.000,15073,2,AK,1,100,RD
1576517118.876674,89906.500,15093,2,AK,1,100,15071
1576517118.968791,89984.000,15093,2,AK,1,100,RD
1576517121.911766,92460.000,15970,2,AK,1,100,15968
1576517124.854741,94936.000,15970,2,AK,1,100,RD
1576517124.951018,95017.000,15990,2,AK,1,100,15968
1576517125.047295,95098.000,15990,2,AK,1,100,RD
1576517127.986110,97570.500,16866,2,AK,1,100,16864
1576517130.924925,100043.000,16866,2,AK,1,100,RD
1576517131.022391,100125.000,16886,2,AK,1,100,16864
1576517131.119856,100207.000,16886,2,AK,1,100,RD
1576517134.058077,102679.000,17762,2,AK,1,100,17760
1576517136.996298,105151.000,17762,2,AK,1,100,RD
1576517137.089603,105229.500,17782,2,AK,1,100,17760
1576517137.182908,105308.000,17782,2,AK,1,100,RD
1576517140.125289,107783.500,18656,2,AK,1,100,18654
1576517143.067670,110259.000,18656,2,AK,1,100,RD
1576517143.162164,110338.500,18676,2,AK,1,100,18654
1576517143.256658,110418.000,18676,2,AK,1,100,RD
1576517146.197850,112892.500,19552,2,AK,1,100,19550
1576517149.139043,115367.000,19552,2,AK,1,100,RD
1576517149.233536,115446.500,19572,2,AK,1,100,19550
1576517149.328030,115526.000,19572,2,AK,1,100,RD
1576517152.269817,118001.000,20448,2,AK,1,100,20446
1576517155.211604,120476.000,20448,2,AK,1,100,RD
1576517155.306098,120555.500,20468,2,AK,1,100,20446
1576517155.400591,120635.000,20468,2,AK,1,100,RD
1576517158.341190,123109.000,21344,2,AK,1,100,21342
1576517161.281788,125583.000,21344,2,AK,1,100,RD
1576517161.374499,125661.000,21364,2,AK,1,100,21342
1576517161.467209,125739.000,21364,2,AK,1,100,RD
1576517164.410185,128215.000,22240,2,AK,1,100,22238
1576517167.353160,130691.000,22240,2,AK,1,100,RD
1576517167.447060,130770.000,22261,2,AK,1,100,22238
1576517167.540959,130849.000,22261,2,AK,1,100,RD
1576517170.484529,133325.500,23136,2,AK,1,100,23134
1576517173.428098,135802.000,23136,2,AK,1,100,RD
1576517173.520215,135879.500,23157,2,AK,1,100,23134
1576517173.612332,135957.000,23157,2,AK,1,100,RD
1576517176.555307,138433.000,24033,2,AK,1,100,24031
1576517179.498282,140909.000,24033,2,AK,1,100,RD
1576517179.599313,140994.000,24054,2,AK,1,100,24031
1576517179.700345,141079.000,24054,2,AK,1,100,RD
1576517182.727116,143625.500,24948,2,AK,1,100,24928
1576517185.753888,146172.000,24948,2,AK,1,100,RD
1576517188.742625,148686.500,25824,2,AK,1,100,25822
1576517191.731361,151201.000,25824,2,AK,1,100,RD
1576517191.779499,151241.500,25844,2,AK,1,100,25822
1576517191.827638,151282.000,25844,2,AK,1,100,RD
1576517194.787848,153772.500,26720,2,AK,1,100,26718
1576517197.748058,156263.000,26720,2,AK,1,100,RD
1576517197.825317,156328.000,26740,2,AK,1,100,26718
1576517197.902576,156393.000,26740,2,AK,1,100,RD
1576517200.846146,158869.500,27617,2,AK,1,100,27615
1576517203.789715,161346.000,27617,2,AK,1,100,RD
1576517203.879455,161421.500,27637,2,AK,1,100,27615
1576517203.969194,161497.000,27637,2,AK,1,100,RD
1576517206.913358,163974.000,28516,2,AK,1,100,28514
1576517209.857522,166451.000,28516,2,AK,1,100,RD
1576517209.950233,166529.000,28536,2,AK,1,100,28514
1576517210.042944,166607.000,28536,2,AK,1,100,RD
1576517212.982353,169080.000,29413,2,AK,1,100,29411
1576517215.921763,171553.000,29413,2,AK,1,100,RD
1576517216.018634,171634.500,29433,2,AK,1,100,29411
1576517216.115505,171716.000,29433,2,AK,1,100,RD
1576517219.064423,174197.000,30309,2,AK,1,100,30307
1576517222.013342,176678.000,30309,2,AK,1,100,RD
1576517222.093572,176745.500,30329,2,AK,1,100,30307
1576517222.173803,176813.000,30329,2,AK,1,100,RD
1576517225.121532,179293.000,31205,2,AK,1,100,31203
