EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1576517088.531103,64376.000,10599,3,ER,1,100,1.636062
1576517088.531103,64376.000,10599,3,ER,1,100,1.638116
1576517088.531103,64376.000,10599,3,ER,1,100,1.639607
1576517088.595882,64430.500,10618,2,ER,1,100,1.644481
1576517088.660661,64485.000,10618,2,ER,1,100,1.652739
1576517088.730788,64544.000,10636,1,ER,1,100,1.650201
1576517088.797944,64600.500,10653,2,ER,1,100,1.653021
1576517088.865100,64657.000,10653,2,ER,1,100,1.651410
1576517088.934039,64715.000,10671,2,ER,1,100,1.644965
1576517089.002978,64773.000,10671,2,ER,1,100,1.653988
1576517089.066568,64826.500,10687,2,ER,1,100,1.656123
1576517089.130158,64880.000,10687,2,ER,1,100,1.655398
1576517089.194342,64934.000,10705,2,ER,1,100,1.656848
1576517089.258527,64988.000,10705,2,ER,1,100,1.659426
1576517089.327466,65046.000,10723,1,ER,1,100,1.664180
1576517089.394622,65102.500,10741,2,ER,1,100,1.664703
1576517089.461778,65159.000,10741,2,ER,1,100,1.670867
1576517089.531311,65217.500,10759,2,ER,1,100,1.670826
1576517089.600844,65276.000,10759,2,ER,1,100,1.673364
1576517089.664434,65329.500,10778,2,ER,1,100,1.671834
1576517089.728024,65383.000,10778,2,ER,1,100,1.673002
1576517089.791614,65436.500,10796,2,ER,1,100,1.675378
1576517089.855204,65490.000,10796,2,ER,1,100,1.676547
1576517089.924143,65548.000,10814,1,ER,1,100,1.677312
1576517089.993082,65606.000,10831,2,ER,1,100,1.683073
1576517090.062021,65664.000,10831,2,ER,1,100,1.679366
1576517090.129771,65721.000,10849,2,ER,1,100,1.677393
1576517090.197521,65778.000,10849,2,ER,1,100,1.681421
1576517090.267055,65836.500,10865,2,ER,1,100,1.682710
1576517090.336588,65895.000,10865,2,ER,1,100,1.678601
1576517090.403149,65951.000,10883,1,ER,1,100,1.688753
1576517090.472682,66009.500,10901,2,ER,1,100,1.687705
1576517090.542216,66068.000,10901,2,ER,1,100,1.688108
1576517090.611155,66126.000,10920,2,ER,1,100,1.683234
1576517090.680093,66184.000,10920,2,ER,1,100,1.685852
1576517090.749032,66242.000,10938,2,ER,1,100,1.684926
1576517090.817971,66300.000,10938,2,ER,1,100,1.695802
1576517090.890476,66361.000,10956,1,ER,1,100,1.695601
1576517090.959414,66419.000,10973,2,ER,1,100,1.691049
1576517091.028353,66477.000,10973,2,ER,1,100,1.695520
1576517091.094915,66533.000,10991,2,ER,1,100,1.696487
1576517091.161477,66589.000,10991,2,ER,1,100,1.700072
1576517091.224473,66642.000,11007,2,ER,1,100,1.697051
1576517091.287468,66695.000,11007,2,ER,1,100,1.695319
1576517091.353436,66750.500,11025,2,ER,1,100,1.691935
1576517091.419403,66806.000,11025,2,ER,1,100,1.693103
1576517091.489531,66865.000,11043,1,ER,1,100,1.698783
