EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1576517088.567950,64407.000,10610,10,MY,1,100,-6
1576517088.567950,64407.000,10610,10,MY,1,100,-5
1576517088.567950,64407.000,10610,10,MY,1,100,-6
1576517088.567950,64407.000,10610,10,MY,1,100,-5
1576517088.567950,64407.000,10610,10,MY,1,100,-5
1576517088.567950,64407.000,10610,10,MY,1,100,-7
1576517088.567950,64407.000,10610,10,MY,1,100,-6
1576517088.567950,64407.000,10610,10,MY,1,100,-5
1576517088.567950,64407.000,10610,10,MY,1,100,-6
1576517088.567950,64407.000,10610,10,MY,1,100,-6
1576517088.608362,64441.000,10629,2,MY,1,100,-7
1576517088.648775,64475.000,10629,2,MY,1,100,-5
1576517088.689583,64509.333,10646,3,MY,1,100,-6
1576517088.730392,64543.667,10646,3,MY,1,100,-6
1576517088.771201,64578.000,10646,3,MY,1,100,-5
1576517088.812405,64612.667,10664,3,MY,1,100,-4
1576517088.853610,64647.333,10664,3,MY,1,100,-7
1576517088.894815,64682.000,10664,3,MY,1,100,-5
1576517088.935227,64716.000,10680,3,MY,1,100,-7
1576517088.975640,64750.000,10680,3,MY,1,100,-7
1576517089.016052,64784.000,10680,3,MY,1,100,-6
1576517089.054088,64816.000,10698,3,MY,1,100,-5
1576517089.092123,64848.000,10698,3,MY,1,100,-5
1576517089.130158,64880.000,10698,3,MY,1,100,-5
1576517089.172948,64916.000,10716,3,MY,1,100,-6
1576517089.215737,64952.000,10716,3,MY,1,100,-5
1576517089.258527,64988.000,10716,3,MY,1,100,-8
1576517089.298543,65021.667,10734,3,MY,1,100,-4
1576517089.338559,65055.333,10734,3,MY,1,100,-7
1576517089.378576,65089.000,10734,3,MY,1,100,-7
1576517089.419780,65123.667,10752,3,MY,1,100,-6
1576517089.460985,65158.333,10752,3,MY,1,100,-4
1576517089.502190,65193.000,10752,3,MY,1,100,-3
1576517089.543791,65228.000,10770,3,MY,1,100,-3
1576517089.585392,65263.000,10770,3,MY,1,100,-1
1576517089.626993,65298.000,10770,3,MY,1,100,-1
1576517089.663840,65329.000,10789,3,MY,1,100, 2
1576517089.700686,65360.000,10789,3,MY,1,100, 1
1576517089.737533,65391.000,10789,3,MY,1,100, 2
1576517089.776757,65424.000,10807,3,MY,1,100, 2
1576517089.815981,65457.000,10807,3,MY,1,100, 3
1576517089.855204,65490.000,10807,3,MY,1,100, 3
1576517089.899183,65527.000,10824,3,MY,1,100, 3
1576517089.943161,65564.000,10824,3,MY,1,100, 3
1576517089.987139,65601.000,10824,3,MY,1,100, 4
1576517090.025174,65633.000,10842,3,MY,1,100, 3
1576517090.063210,65665.000,10842,3,MY,1,100, 3
1576517090.101245,65697.000,10842,3,MY,1,100, 3
1576517090.141657,65731.000,10858,2,MY,1,100, 3
1576517090.182070,65765.000,10858,2,MY,1,100, 2
1576517090.223076,65799.500,10876,4,MY,1,100, 1
1576517090.264083,65834.000,10876,4,MY,1,100,-3
1576517090.305090,65868.500,10876,4,MY,1,100,-1
1576517090.346097,65903.000,10876,4,MY,1,100,-2
1576517090.387698,65938.000,10894,3,MY,1,100,-3
1576517090.429299,65973.000,10894,3,MY,1,100,-4
1576517090.470900,66008.000,10894,3,MY,1,100,-4
1576517090.517255,66047.000,10912,2,MY,1,100,-5
1576517090.563611,66086.000,10912,2,MY,1,100,-5
1576517090.602438,66118.667,10931,3,MY,1,100,-5
1576517090.641266,66151.333,10931,3,MY,1,100,-4
1576517090.680093,66184.000,10931,3,MY,1,100,-6
1576517090.725260,66222.000,10949,3,MY,1,100,-4
1576517090.770427,66260.000,10949,3,MY,1,100,-3
1576517090.815594,66298.000,10949,3,MY,1,100,-5
1576517090.854025,66330.333,10966,3,MY,1,100,-6
1576517090.892457,66362.667,10966,3,MY,1,100,-6
1576517090.930888,66395.000,10966,3,MY,1,100,-4
1576517090.972489,66430.000,10984,3,MY,1,100,-3
1576517091.014090,66465.000,10984,3,MY,1,100,-4
1576517091.055691,66500.000,10984,3,MY,1,100,-5
1576517091.097292,66535.000,11000,3,MY,1,100,-4
1576517091.138893,66570.000,11000,3,MY,1,100,-4
1576517091.180494,66605.000,11000,3,MY,1,100,-4
1576517091.218529,66637.000,11018,3,MY,1,100,-3
1576517091.256565,66669.000,11018,3,MY,1,100,-4
1576517091.294600,66701.000,11018,3,MY,1,100,-4
1576517091.334616,66734.667,11036,3,MY,1,100,-4
1576517091.374632,66768.333,11036,3,MY,1,100,-5
1576517091.414649,66802.000,11036,3,MY,1,100,-4
1576517091.455853,66836.667,11054,3,MY,1,100,-4
1576517091.497058,66871.333,11054,3,MY,1,100,-4
1576517091.538263,66906.000,11054,3,MY,1,100,-5
1576517091.579864,66941.000,11072,3,MY,1,100,-3
1576517091.621465,66976.000,11072,3,MY,1,100,-5
1576517091.663066,67011.000,11072,3,MY,1,100,-5
1576517091.704667,67046.000,11091,3,MY,1,100,-4
1576517091.746268,67081.000,11091,3,MY,1,100,-3
1576517091.787869,67116.000,11091,3,MY,1,100,-5
1576517091.829470,67151.000,11108,2,MY,1,100,-4
1576517091.871071,67186.000,11108,2,MY,1,100,-5
1576517091.910295,67219.000,11126,4,MY,1,100,-4
1576517091.949519,67252.000,11126,4,MY,1,100,-5
1576517091.988743,67285.000,11126,4,MY,1,100,-2
1576517092.027966,67318.000,11126,4,MY,1,100,-5
1576517092.066002,67350.000,11144,3,MY,1,100,-4
1576517092.104037,67382.000,11144,3,MY,1,100,-4
1576517092.142072,67414.000,11144,3,MY,1,100,-4
1576517092.182485,67448.000,11161,3,MY,1,100,-5
1576517092.222897,67482.000,11161,3,MY,1,100,-5
1576517092.263309,67516.000,11161,3,MY,1,100,-5
1576517092.310259,67555.500,11178,2,MY,1,100,-4
1576517092.357209,67595.000,11178,2,MY,1,100,-4
1576517092.397225,67628.667,11196,3,MY,1,100,-4
1576517092.437241,67662.333,11196,3,MY,1,100,-6
1576517092.477258,67696.000,11196,3,MY,1,100,-5
1576517092.518066,67730.333,11214,3,MY,1,100,-5
