RD,TS_received,TS_sent,AK,RoundTrip,
69386,69392,2019-12-16_13-24-54-355686,69396,6,
74494,74502,2019-12-16_13-25-00-448111,74505,8,
79602,79761,2019-12-16_13-25-06-647473,79764,159,
84710,84771,2019-12-16_13-25-12-664714,84774,61,
89818,89825,2019-12-16_13-25-18-686529,89829,7,
94926,94932,2019-12-16_13-25-24-771218,94936,6,
100034,100040,2019-12-16_13-25-30-845690,100043,6,
105142,105148,2019-12-16_13-25-36-939076,105151,6,
110250,110256,2019-12-16_13-25-42-983251,110259,6,
115358,115364,2019-12-16_13-25-49-098405,115367,6,
120466,120473,2019-12-16_13-25-55-171358,120476,7,
125574,125580,2019-12-16_13-26-01-223414,125583,6,
130682,130688,2019-12-16_13-26-07-259954,130691,6,
135790,135796,2019-12-16_13-26-13-348438,135802,6,
140898,140905,2019-12-16_13-26-19-445681,140909,7,
146006,146169,2019-12-16_13-26-25-670546,146172,163,
151114,151197,2019-12-16_13-26-31-656234,151201,83,
156222,156260,2019-12-16_13-26-37-652698,156263,38,
161330,161343,2019-12-16_13-26-43-731961,161346,13,
166438,166446,2019-12-16_13-26-49-813692,166451,8,
171546,171550,2019-12-16_13-26-55-916197,171553,4,
176654,176674,2019-12-16_13-27-01-993907,176678,20,
181762,181769,2019-12-16_13-27-08-000133,181773,7,
186870,186877,2019-12-16_13-27-14-057471,186880,7,
191994,192001,2019-12-16_13-27-20-120004,192004,7,
197102,197109,2019-12-16_13-27-26-222154,197112,7,
202210,202218,2019-12-16_13-27-32-317975,202221,8,
207318,207326,2019-12-16_13-27-38-391986,207329,8,
212426,212432,2019-12-16_13-27-44-460199,212435,6,
217534,217541,2019-12-16_13-27-50-503407,217544,7,
222642,222672,2019-12-16_13-27-56-628576,222675,30,
227750,227758,2019-12-16_13-28-02-701112,227761,8,
232858,232865,2019-12-16_13-28-08-763819,232868,7,
237966,237974,2019-12-16_13-28-14-820805,237978,8,
243074,243081,2019-12-16_13-28-20-921363,243084,7,
248182,248189,2019-12-16_13-28-27-000812,248192,7,
253290,253296,2019-12-16_13-28-33-077611,253300,6,
258398,258405,2019-12-16_13-28-39-129750,258408,7,
263506,263514,2019-12-16_13-28-45-187307,263518,8,
268614,268621,2019-12-16_13-28-51-273029,268625,7,
273722,273729,2019-12-16_13-28-57-359193,273734,7,
278830,278836,2019-12-16_13-29-03-436206,278840,6,
283938,283948,2019-12-16_13-29-09-492763,283957,10,
289046,289137,2019-12-16_13-29-15-658983,289140,91,
294154,294167,2019-12-16_13-29-21-630301,294171,13,
299262,299270,2019-12-16_13-29-27-661743,299274,8,
304371,304377,2019-12-16_13-29-33-748599,304381,6,
309478,309484,2019-12-16_13-29-39-846699,309488,6,
314587,314595,2019-12-16_13-29-45-921132,314598,8,
319694,319701,2019-12-16_13-29-52-019705,319704,7,
324802,324808,2019-12-16_13-29-58-110949,324811,6,
329910,329919,2019-12-16_13-30-04-196765,329922,9,
335018,335025,2019-12-16_13-30-10-241433,335028,7,
340126,340133,2019-12-16_13-30-16-329941,340136,7,
345234,345240,2019-12-16_13-30-22-427563,345243,6,
350342,350352,2019-12-16_13-30-28-495332,350355,10,
355450,355503,2019-12-16_13-30-34-658252,355506,53,
360558,360586,2019-12-16_13-30-40-702413,360589,28,
365666,365675,2019-12-16_13-30-46-814741,365679,9,
370774,370779,2019-12-16_13-30-52-904082,370782,5,
375882,375892,2019-12-16_13-30-59-021306,375895,10,
380990,380998,2019-12-16_13-31-05-110770,381003,8,
386098,386103,2019-12-16_13-31-11-178384,386106,5,
391206,391218,2019-12-16_13-31-17-250911,391221,12,
396314,396321,2019-12-16_13-31-23-311313,396324,7,
401422,401429,2019-12-16_13-31-29-353244,401432,7,
406530,406538,2019-12-16_13-31-35-389490,406541,8,
411638,411645,2019-12-16_13-31-41-422368,411649,7,
416746,416752,2019-12-16_13-31-47-470607,416755,6,
421854,422026,2019-12-16_13-31-53-627592,422030,172,
426962,427006,2019-12-16_13-31-59-615655,427010,44,
432070,432075,2019-12-16_13-32-05-651649,432078,5,
437178,437187,2019-12-16_13-32-11-755481,437190,9,
442286,442294,2019-12-16_13-32-17-852184,442297,8,
447394,447438,2019-12-16_13-32-23-928156,447442,44,
452502,452509,2019-12-16_13-32-29-934361,452514,7,
457610,457619,2019-12-16_13-32-35-983313,457622,9,
462718,462724,2019-12-16_13-32-42-076358,462728,6,
467826,467832,2019-12-16_13-32-48-181111,467837,6,
472934,472941,2019-12-16_13-32-54-260794,472944,7,
478042,478048,2019-12-16_13-33-00-282920,478052,6,
483150,483158,2019-12-16_13-33-06-336318,483162,8,
488258,488263,2019-12-16_13-33-12-360998,488266,5,
493366,493372,2019-12-16_13-33-18-458350,493375,6,
498474,498562,2019-12-16_13-33-24-646527,498565,88,
503582,503590,2019-12-16_13-33-30-611554,503593,8,
508690,508701,2019-12-16_13-33-36-645885,508704,11,
513798,513804,2019-12-16_13-33-42-693617,513837,6,
518906,518930,2019-12-16_13-33-48-807143,518934,24,
524014,524022,2019-12-16_13-33-54-840191,524026,8,
529122,529127,2019-12-16_13-34-00-895819,529130,5,
534230,534240,2019-12-16_13-34-06-988480,534245,10,
539338,539344,2019-12-16_13-34-13-073428,539348,6,
544446,544457,2019-12-16_13-34-19-125009,544461,11,
549554,549560,2019-12-16_13-34-25-178096,549563,6,
554662,554669,2019-12-16_13-34-31-256724,554673,7,
559770,559776,2019-12-16_13-34-37-360345,559780,6,
564878,564894,2019-12-16_13-34-43-395254,564897,16,
569986,569993,2019-12-16_13-34-49-434542,569997,7,
575094,575169,2019-12-16_13-34-55-615291,575172,75,
580202,580245,2019-12-16_13-35-01-613540,580248,43,
585310,585318,2019-12-16_13-35-07-656853,585321,8,
590418,590427,2019-12-16_13-35-13-695176,590429,9,
595526,595532,2019-12-16_13-35-19-752666,595535,6,
