EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1558723109.038504,33948.000,5110,34,AX,1,100,-0.895
1558723109.038504,33948.000,5110,34,AX,1,100,-0.896
1558723109.038504,33948.000,5110,34,AX,1,100,-0.893
1558723109.038504,33948.000,5110,34,AX,1,100,-0.896
1558723109.038504,33948.000,5110,34,AX,1,100,-0.897
1558723109.038504,33948.000,5110,34,AX,1,100,-0.892
1558723109.038504,33948.000,5110,34,AX,1,100,-0.895
1558723109.038504,33948.000,5110,34,AX,1,100,-0.888
1558723109.038504,33948.000,5110,34,AX,1,100,-0.895
1558723109.038504,33948.000,5110,34,AX,1,100,-0.896
1558723109.038504,33948.000,5110,34,AX,1,100,-0.898
1558723109.038504,33948.000,5110,34,AX,1,100,-0.897
1558723109.038504,33948.000,5110,34,AX,1,100,-0.895
1558723109.038504,33948.000,5110,34,AX,1,100,-0.897
1558723109.038504,33948.000,5110,34,AX,1,100,-0.891
1558723109.038504,33948.000,5110,34,AX,1,100,-0.892
1558723109.038504,33948.000,5110,34,AX,1,100,-0.897
1558723109.038504,33948.000,5110,34,AX,1,100,-0.896
1558723109.038504,33948.000,5110,34,AX,1,100,-0.892
1558723109.038504,33948.000,5110,34,AX,1,100,-0.895
1558723109.038504,33948.000,5110,34,AX,1,100,-0.889
1558723109.038504,33948.000,5110,34,AX,1,100,-0.895
1558723109.038504,33948.000,5110,34,AX,1,100,-0.891
1558723109.038504,33948.000,5110,34,AX,1,100,-0.896
1558723109.038504,33948.000,5110,34,AX,1,100,-0.894
1558723109.038504,33948.000,5110,34,AX,1,100,-0.896
1558723109.038504,33948.000,5110,34,AX,1,100,-0.897
1558723109.038504,33948.000,5110,34,AX,1,100,-0.898
1558723109.038504,33948.000,5110,34,AX,1,100,-0.892
1558723109.038504,33948.000,5110,34,AX,1,100,-0.894
1558723109.038504,33948.000,5110,34,AX,1,100,-0.894
1558723109.038504,33948.000,5110,34,AX,1,100,-0.892
1558723109.038504,33948.000,5110,34,AX,1,100,-0.893
1558723109.038504,33948.000,5110,34,AX,1,100,-0.893
1558723109.055276,33960.313,5128,16,AX,1,100,-0.897
1558723109.072048,33972.625,5128,16,AX,1,100,-0.895
1558723109.088820,33984.938,5128,16,AX,1,100,-0.893
1558723109.105592,33997.250,5128,16,AX,1,100,-0.899
1558723109.122364,34009.563,5128,16,AX,1,100,-0.895
1558723109.139136,34021.875,5128,16,AX,1,100,-0.894
1558723109.155908,34034.188,5128,16,AX,1,100,-0.896
1558723109.172679,34046.500,5128,16,AX,1,100,-0.896
1558723109.189451,34058.813,5128,16,AX,1,100,-0.891
1558723109.206223,34071.125,5128,16,AX,1,100,-0.893
1558723109.222995,34083.438,5128,16,AX,1,100,-0.893
1558723109.239767,34095.750,5128,16,AX,1,100,-0.895
1558723109.256539,34108.063,5128,16,AX,1,100,-0.892
1558723109.273311,34120.375,5128,16,AX,1,100,-0.894
1558723109.290083,34132.688,5128,16,AX,1,100,-0.892
1558723109.306854,34145.000,5128,16,AX,1,100,-0.896
1558723109.323712,34157.375,5147,8,AX,1,100,-0.896
1558723109.340569,34169.750,5147,8,AX,1,100,-0.895
1558723109.357426,34182.125,5147,8,AX,1,100,-0.892
1558723109.374283,34194.500,5147,8,AX,1,100,-0.894
1558723109.391140,34206.875,5147,8,AX,1,100,-0.896
1558723109.407997,34219.250,5147,8,AX,1,100,-0.894
1558723109.424854,34231.625,5147,8,AX,1,100,-0.894
1558723109.441711,34244.000,5147,8,AX,1,100,-0.894
1558723109.458397,34256.250,5165,8,AX,1,100,-0.894
1558723109.475084,34268.500,5165,8,AX,1,100,-0.897
1558723109.491771,34280.750,5165,8,AX,1,100,-0.890
1558723109.508458,34293.000,5165,8,AX,1,100,-0.896
