EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1558722341.806937,275011.000,48090,3,T0,1,100,30.108
1558722341.806937,275011.000,48090,3,T0,1,100,30.097
1558722341.806937,275011.000,48090,3,T0,1,100,30.135
1558722341.940420,275109.000,48108,1,T0,1,100,30.086
1558722342.071180,275205.000,48126,1,T0,1,100,30.092
1558722342.203302,275302.000,48144,1,T0,1,100,30.108
1558722342.338148,275401.000,48162,1,T0,1,100,30.113
1558722342.468907,275497.000,48181,1,T0,1,100,30.113
1558722342.603753,275596.000,48199,1,T0,1,100,30.124
1558722342.737918,275694.500,48217,2,T0,1,100,30.108
1558722342.872083,275793.000,48217,2,T0,1,100,30.086
1558722343.004205,275890.000,48235,1,T0,1,100,30.156
1558722343.136327,275987.000,48253,1,T0,1,100,30.124
1558722343.267767,276083.500,48274,2,T0,1,100,30.103
1558722343.399208,276180.000,48274,2,T0,1,100,30.113
1558722343.532692,276278.000,48294,1,T0,1,100,30.081
1558722343.666176,276376.000,48313,1,T0,1,100,30.092
1558722343.799659,276474.000,48331,1,T0,1,100,30.129
1558722343.934505,276573.000,48349,1,T0,1,100,30.086
1558722344.066627,276670.000,48367,1,T0,1,100,30.113
1558722344.201473,276769.000,48385,1,T0,1,100,30.103
1558722344.333595,276866.000,48403,1,T0,1,100,30.135
1558722344.464355,276962.000,48421,1,T0,1,100,30.060
1558722344.600563,277062.000,48440,1,T0,1,100,30.092
1558722344.735408,277161.000,48458,1,T0,1,100,30.119
1558722344.867530,277258.000,48476,1,T0,1,100,30.097
1558722345.003738,277358.000,48494,1,T0,1,100,30.113
1558722345.137222,277456.000,48512,1,T0,1,100,30.081
1558722345.267982,277552.000,48530,1,T0,1,100,30.086
1558722345.400103,277649.000,48548,1,T0,1,100,30.081
1558722345.534949,277748.000,48567,1,T0,1,100,30.108
1558722345.671157,277848.000,48585,1,T0,1,100,30.081
1558722345.804641,277946.000,48603,1,T0,1,100,30.097
1558722345.940849,278046.000,48621,1,T0,1,100,30.097
1558722346.077057,278146.000,48639,1,T0,1,100,30.113
1558722346.206455,278241.000,48657,1,T0,1,100,30.124
1558722346.338576,278338.000,48675,1,T0,1,100,30.108
1558722346.472060,278436.000,48694,1,T0,1,100,30.086
1558722346.602820,278532.000,48712,1,T0,1,100,30.103
1558722346.736304,278630.000,48730,1,T0,1,100,30.145
1558722346.871150,278729.000,48748,1,T0,1,100,30.129
1558722347.003271,278826.000,48766,1,T0,1,100,30.108
1558722347.136755,278924.000,48784,1,T0,1,100,30.103
1558722347.268877,279021.000,48802,1,T0,1,100,30.135
1558722347.400318,279117.500,48820,2,T0,1,100,30.092
1558722347.531758,279214.000,48820,2,T0,1,100,30.135
1558722347.665242,279312.000,48839,1,T0,1,100,30.151
1558722347.800088,279411.000,48857,1,T0,1,100,30.097
1558722347.934253,279509.500,48875,2,T0,1,100,30.108
1558722348.068418,279608.000,48875,2,T0,1,100,30.135
1558722348.201448,279705.667,48893,3,T0,1,100,30.140
1558722348.334477,279803.333,48893,3,T0,1,100,30.119
1558722348.467507,279901.000,48893,3,T0,1,100,30.135
1558722348.598267,279997.000,48912,1,T0,1,100,30.108
1558722348.734475,280097.000,48930,1,T0,1,100,30.124
1558722348.870683,280197.000,48948,1,T0,1,100,30.119
1558722349.004167,280295.000,48966,1,T0,1,100,30.151
1558722349.140375,280395.000,48984,1,T0,1,100,30.145
1558722349.273859,280493.000,49002,1,T0,1,100,30.119
1558722349.403256,280588.000,49020,1,T0,1,100,30.108
1558722349.535378,280685.000,49038,1,T0,1,100,30.129
1558722349.668862,280783.000,49057,1,T0,1,100,30.129
1558722349.800983,280880.000,49075,1,T0,1,100,30.119
1558722349.934467,280978.000,49093,1,T0,1,100,30.097
1558722350.069313,281077.000,49111,1,T0,1,100,30.145
1558722350.201435,281174.000,49132,2,T0,1,100,30.108
1558722350.333557,281271.000,49132,2,T0,1,100,30.119
1558722350.465678,281368.000,49152,1,T0,1,100,30.092
1558722350.597800,281465.000,49171,1,T0,1,100,30.135
1558722350.731284,281563.000,49189,1,T0,1,100,30.129
1558722350.864768,281661.000,49207,1,T0,1,100,30.140
1558722350.999614,281760.000,49225,1,T0,1,100,30.124
1558722351.134460,281859.000,49243,1,T0,1,100,30.129
1558722351.269306,281958.000,49261,1,T0,1,100,30.145
1558722351.400065,282054.000,49279,1,T0,1,100,30.129
1558722351.534911,282153.000,49297,1,T0,1,100,30.135
1558722351.667033,282250.000,49316,1,T0,1,100,30.097
1558722351.800517,282348.000,49334,1,T0,1,100,30.108
1558722351.936725,282448.000,49352,1,T0,1,100,30.124
1558722352.072933,282548.000,49370,1,T0,1,100,30.145
1558722352.206417,282646.000,49388,1,T0,1,100,30.119
1558722352.341263,282745.000,49406,1,T0,1,100,30.119
1558722352.474746,282843.000,49424,1,T0,1,100,30.145
1558722352.604144,282938.000,49443,1,T0,1,100,30.172
1558722352.736266,283035.000,49461,1,T0,1,100,30.124
1558722352.869750,283133.000,49479,1,T0,1,100,30.156
1558722353.001871,283230.000,49497,1,T0,1,100,30.119
1558722353.135355,283328.000,49515,1,T0,1,100,30.140
1558722353.270201,283427.000,49533,1,T0,1,100,30.204
1558722353.402323,283524.000,49551,1,T0,1,100,30.129
1558722353.533763,283620.500,49569,2,T0,1,100,30.092
1558722353.665204,283717.000,49569,2,T0,1,100,30.151
1558722353.797326,283814.000,49588,1,T0,1,100,30.140
1558722353.932172,283913.000,49606,1,T0,1,100,30.135
1558722354.065656,284011.000,49624,1,T0,1,100,30.135
1558722354.200502,284110.000,49642,1,T0,1,100,30.145
1558722354.335347,284209.000,49660,1,T0,1,100,30.145
1558722354.468831,284307.000,49678,1,T0,1,100,30.145
1558722354.599591,284403.000,49696,1,T0,1,100,30.145
1558722354.734437,284502.000,49715,1,T0,1,100,30.162
1558722354.866559,284599.000,49733,1,T0,1,100,30.204
1558722354.998680,284696.000,49751,1,T0,1,100,30.129
1558722355.134888,284796.000,49769,1,T0,1,100,30.178
1558722355.269734,284895.000,49787,1,T0,1,100,30.151
1558722355.403218,284993.000,49805,1,T0,1,100,30.162
1558722355.535340,285090.000,49823,1,T0,1,100,30.178
1558722355.670186,285189.000,49842,1,T0,1,100,30.167
1558722355.800946,285285.000,49860,1,T0,1,100,30.172
1558722355.933067,285382.000,49878,1,T0,1,100,30.167
1558722356.067913,285481.000,49896,1,T0,1,100,30.172
1558722356.200035,285578.000,49914,1,T0,1,100,30.145
1558722356.333519,285676.000,49932,1,T0,1,100,30.199
1558722356.467003,285774.000,49950,1,T0,1,100,30.178
1558722356.600486,285872.000,49968,1,T0,1,100,30.162
1558722356.731246,285968.000,49987,1,T0,1,100,30.167
