EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1558723111.311989,35617.000,5392,2,RD,1,100,TL
1558723111.311989,35617.000,5392,2,RD,1,100,TU
1558723114.793731,38173.000,6303,2,RD,1,100,TL
1558723118.275473,40729.000,6303,2,RD,1,100,TU
1558723121.763345,43289.500,7215,2,RD,1,100,TL
1558723125.251217,45850.000,7215,2,RD,1,100,TU
1558723128.736364,48408.500,8127,2,RD,1,100,TL
1558723132.221512,50967.000,8127,2,RD,1,100,TU
1558723135.709384,53527.500,9039,2,RD,1,100,TL
1558723139.197256,56088.000,9039,2,RD,1,100,TU
1558723142.679679,58644.500,9951,2,RD,1,100,TL
1558723146.162102,61201.000,9951,2,RD,1,100,TU
1558723149.645206,63758.000,10863,2,RD,1,100,TL
1558723153.128310,66315.000,10863,2,RD,1,100,TU
1558723156.610733,68871.500,11775,2,RD,1,100,TL
1558723160.093156,71428.000,11775,2,RD,1,100,TU
1558723163.575579,73984.500,12686,2,RD,1,100,TL
1558723167.058003,76541.000,12686,2,RD,1,100,TU
1558723170.543150,79099.500,13598,2,RD,1,100,TL
1558723174.028298,81658.000,13598,2,RD,1,100,TU
1558723177.513445,84216.500,14510,2,RD,1,100,TL
1558723180.998592,86775.000,14510,2,RD,1,100,TU
1558723184.484421,89334.000,15422,2,RD,1,100,TL
1558723187.970250,91893.000,15422,2,RD,1,100,TU
1558723191.455397,94451.500,16334,2,RD,1,100,TL
1558723194.940545,97010.000,16334,2,RD,1,100,TU
1558723198.422287,99566.000,17246,2,RD,1,100,TL
1558723201.904029,102122.000,17246,2,RD,1,100,TU
1558723205.387133,104679.000,18158,2,RD,1,100,TL
1558723208.870237,107236.000,18158,2,RD,1,100,TU
1558723212.353341,109793.000,19069,2,RD,1,100,TL
1558723215.836445,112350.000,19069,2,RD,1,100,TU
1558723219.324317,114910.500,19981,2,RD,1,100,TL
1558723222.812189,117471.000,19981,2,RD,1,100,TU
1558723226.298699,120030.500,20893,2,RD,1,100,TL
1558723229.785208,122590.000,20893,2,RD,1,100,TU
1558723233.271718,125149.500,21805,2,RD,1,100,TL
1558723236.758228,127709.000,21805,2,RD,1,100,TU
1558723240.240651,130265.500,22717,2,RD,1,100,TL
1558723243.723074,132822.000,22717,2,RD,1,100,TU
1558723247.207540,135380.000,23629,2,RD,1,100,TL
1558723250.692007,137938.000,23629,2,RD,1,100,TU
1558723254.173068,140493.500,24541,2,RD,1,100,TL
1558723257.654129,143049.000,24541,2,RD,1,100,TU
1558723261.135870,145605.000,25452,2,RD,1,100,TL
1558723264.617613,148161.000,25452,2,RD,1,100,TU
1558723268.104122,150720.500,26364,2,RD,1,100,TL
1558723271.590632,153280.000,26364,2,RD,1,100,TU
1558723275.077823,155840.000,27276,2,RD,1,100,TL
1558723278.565013,158400.000,27276,2,RD,1,100,TU
1558723282.048799,160957.500,28188,2,RD,1,100,TL
1558723285.532584,163515.000,28188,2,RD,1,100,TU
1558723289.017731,166073.500,29100,2,RD,1,100,TL
1558723292.502879,168632.000,29100,2,RD,1,100,TU
1558723295.989388,171191.500,30012,2,RD,1,100,TL
1558723299.475898,173751.000,30012,2,RD,1,100,TU
1558723302.963089,176311.000,30924,2,RD,1,100,TL
1558723306.450280,178871.000,30924,2,RD,1,100,TU
1558723309.938833,181432.000,31835,2,RD,1,100,TL
1558723313.427386,183993.000,31835,2,RD,1,100,TU
1558723316.910490,186550.000,32747,2,RD,1,100,TL
1558723320.393594,189107.000,32747,2,RD,1,100,TU
1558723323.872612,191661.000,33623,2,RD,1,100,TL
1558723327.351629,194215.000,33623,2,RD,1,100,TU
1558723330.836096,196773.000,34535,2,RD,1,100,TL
1558723334.320562,199331.000,34535,2,RD,1,100,TU
1558723337.802985,201887.500,35447,2,RD,1,100,TL
1558723341.285408,204444.000,35447,2,RD,1,100,TU
1558723344.771237,207003.000,36359,2,RD,1,100,TL
1558723348.257065,209562.000,36359,2,RD,1,100,TU
1558723351.742894,212121.000,37271,2,RD,1,100,TL
1558723355.228723,214680.000,37271,2,RD,1,100,TU
1558723358.707740,217234.000,38056,2,RD,1,100,TL
1558723362.186758,219788.000,38056,2,RD,1,100,TU
1558723365.671905,222346.500,38968,2,RD,1,100,TL
1558723369.157053,224905.000,38968,2,RD,1,100,TU
1558723372.644925,227465.500,39880,2,RD,1,100,TL
1558723376.132797,230026.000,39880,2,RD,1,100,TU
1558723379.619306,232585.500,40792,2,RD,1,100,TL
1558723383.105816,235145.000,40792,2,RD,1,100,TU
1558723386.588239,237701.500,41704,2,RD,1,100,TL
1558723390.070662,240258.000,41704,2,RD,1,100,TU
1558723393.554447,242815.500,42616,2,RD,1,100,TL
1558723397.038233,245373.000,42616,2,RD,1,100,TU
1558723400.527467,247934.500,43528,2,RD,1,100,TL
1558723404.016701,250496.000,43528,2,RD,1,100,TU
1558723407.500486,253053.500,44439,2,RD,1,100,TL
1558723410.984271,255611.000,44439,2,RD,1,100,TU
1558723414.476230,258174.500,45351,2,RD,1,100,TL
1558723417.968188,260738.000,45351,2,RD,1,100,TU
1558723421.458103,263300.000,46263,2,RD,1,100,TL
1558723424.948018,265862.000,46263,2,RD,1,100,TU
1558723428.435209,268422.000,47175,2,RD,1,100,TL
1558723431.922400,270982.000,47175,2,RD,1,100,TU
1558723435.407547,273540.500,48087,2,RD,1,100,TL
1558723438.892695,276099.000,48087,2,RD,1,100,TU
1558723442.377161,278657.000,48999,2,RD,1,100,TL
1558723445.861628,281215.000,48999,2,RD,1,100,TU
1558723449.348818,283775.000,49911,2,RD,1,100,TL
1558723452.836009,286335.000,49911,2,RD,1,100,TU
1558723456.322519,288894.500,50822,2,RD,1,100,TL
1558723459.809028,291454.000,50822,2,RD,1,100,TU
1558723463.300306,294017.000,51680,2,RD,1,100,TL
1558723466.791583,296580.000,51680,2,RD,1,100,TU
1558723470.275368,299137.500,52592,2,RD,1,100,TL
1558723473.759153,301695.000,52592,2,RD,1,100,TU
1558723477.243620,304253.000,53504,2,RD,1,100,TL
1558723480.728086,306811.000,53504,2,RD,1,100,TU
1558723484.214596,309370.500,54416,2,RD,1,100,TL
1558723487.701106,311930.000,54416,2,RD,1,100,TU
1558723491.187615,314489.500,55328,2,RD,1,100,TL
1558723494.674125,317049.000,55328,2,RD,1,100,TU
1558723498.159272,319607.500,56238,2,RD,1,100,TL
1558723501.644420,322166.000,56238,2,RD,1,100,TU
1558723505.126843,324722.500,57149,2,RD,1,100,TL
1558723508.609266,327279.000,57149,2,RD,1,100,TU
1558723512.094414,329837.500,58061,2,RD,1,100,TL
1558723515.579561,332396.000,58061,2,RD,1,100,TU
1558723519.066071,334955.500,58973,2,RD,1,100,TL
1558723522.552580,337515.000,58973,2,RD,1,100,TU
1558723526.038409,340074.000,59885,2,RD,1,100,TL
1558723529.524237,342633.000,59885,2,RD,1,100,TU
1558723533.003255,345187.000,60761,2,RD,1,100,TL
1558723536.482273,347741.000,60761,2,RD,1,100,TU
1558723539.964696,350297.500,61673,2,RD,1,100,TL
1558723543.447119,352854.000,61673,2,RD,1,100,TU
1558723546.928180,355409.500,62583,2,RD,1,100,TL
1558723550.409241,357965.000,62583,2,RD,1,100,TU
1558723553.890983,360521.000,63494,2,RD,1,100,TL
1558723557.372725,363077.000,63494,2,RD,1,100,TU
1558723560.857191,365635.000,64406,2,RD,1,100,TL
1558723564.341658,368193.000,64406,2,RD,1,100,TU
1558723567.828848,370753.000,65318,2,RD,1,100,TL
1558723571.316039,373313.000,65318,2,RD,1,100,TU
1558723574.805273,375874.500,694,2,RD,1,100,TL
1558723578.294507,378436.000,694,2,RD,1,100,TU
1558723581.781017,380995.500,1606,2,RD,1,100,TL
1558723585.267526,383555.000,1606,2,RD,1,100,TU
1558723588.754717,386115.000,2518,2,RD,1,100,TL
1558723592.241908,388675.000,2518,2,RD,1,100,TU
1558723595.728418,391234.500,3430,2,RD,1,100,TL
1558723599.214927,393794.000,3430,2,RD,1,100,TU
1558723602.744346,396385.000,4269,2,RD,1,100,TL
1558723606.273764,398976.000,4269,2,RD,1,100,TU
1558723609.816804,401577.000,4373,2,RD,1,100,TL
1558723613.359845,404178.000,4373,2,RD,1,100,TU
1558723616.871555,406756.000,5284,2,RD,1,100,TL
1558723620.383265,409334.000,5284,2,RD,1,100,TU
1558723623.871137,411894.500,6196,2,RD,1,100,TL
1558723627.359009,414455.000,6196,2,RD,1,100,TU
1558723630.848243,417016.500,7108,2,RD,1,100,TL
1558723634.337476,419578.000,7108,2,RD,1,100,TU
1558723637.830116,422142.000,8020,2,RD,1,100,TL
1558723641.322756,424706.000,8020,2,RD,1,100,TU
1558723644.824249,427276.500,8914,2,RD,1,100,TL
1558723648.325743,429847.000,8914,2,RD,1,100,TU
1558723651.814977,432408.500,9826,2,RD,1,100,TL
1558723655.304211,434970.000,9826,2,RD,1,100,TU
1558723658.794126,437532.000,10738,2,RD,1,100,TL
1558723662.284041,440094.000,10738,2,RD,1,100,TU
1558723665.775319,442657.000,11650,2,RD,1,100,TL
1558723669.266596,445220.000,11650,2,RD,1,100,TU
