EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1558722342.402165,275448.000,48174,1,B%,1,100,85
1558722343.415553,276192.000,48286,1,B%,1,100,86
1558722344.431664,276938.000,48433,1,B%,1,100,85
1558722345.450500,277686.000,48560,1,B%,1,100,84
1558722346.472060,278436.000,48687,1,B%,1,100,86
1558722347.479999,279176.000,48832,1,B%,1,100,85
1558722348.500197,279925.000,48905,1,B%,1,100,85
1558722349.517671,280672.000,49050,1,B%,1,100,84
1558722350.531058,281416.000,49164,1,B%,1,100,86
1558722351.548532,282163.000,49309,1,B%,1,100,85
1558722352.571454,282914.000,49436,1,B%,1,100,84
1558722353.582117,283656.000,49581,1,B%,1,100,85
1558722354.599591,284403.000,49708,1,B%,1,100,86
1558722355.618427,285151.000,49835,1,B%,1,100,86
1558722356.633176,285896.000,49980,1,B%,1,100,84
1558722357.647926,286641.000,50112,1,B%,1,100,85
1558722358.669486,287391.000,50239,1,B%,1,100,85
1558722359.680149,288133.000,50366,1,B%,1,100,85
1558722360.697623,288880.000,50511,1,B%,1,100,86
1558722361.713734,289626.000,50638,1,B%,1,100,85
1558722362.731208,290373.000,50783,1,B%,1,100,84
1558722363.741871,291115.000,50910,1,B%,1,100,86
1558722364.759345,291862.000,51042,1,B%,1,100,85
1558722365.779543,292611.000,51169,1,B%,1,100,85
1558722366.794292,293356.000,51296,1,B%,1,100,86
1558722367.806318,294099.000,51441,1,B%,1,100,85
1558722368.829240,294850.000,51568,1,B%,1,100,85
1558722369.841265,295593.000,51713,1,B%,1,100,84
1558722370.857377,296339.000,51840,1,B%,1,100,86
1558722371.876212,297087.000,51972,1,B%,1,100,84
1558722372.893686,297834.000,52099,1,B%,1,100,86
1558722373.907073,298578.000,52244,1,B%,1,100,85
1558722374.924547,299325.000,52371,1,B%,1,100,85
1558722375.942021,300072.000,52498,1,B%,1,100,84
1558722376.956770,300817.000,52643,1,B%,1,100,85
1558722377.974244,301564.000,52770,1,B%,1,100,86
1558722378.993080,302312.000,52902,1,B%,1,100,85
1558722380.001019,303052.000,53029,1,B%,1,100,86
1558722381.019855,303800.000,53174,1,B%,1,100,85
1558722382.037328,304547.000,53301,1,B%,1,100,85
1558722383.050716,305291.000,53428,1,B%,1,100,84
1558722384.064103,306035.000,53555,1,B%,1,100,84
1558722385.082939,306783.000,53685,1,B%,1,100,84
1558722386.096327,307527.000,53814,1,B%,1,100,85
1558722387.108352,308270.000,53941,1,B%,1,100,85
1558722388.124464,309016.000,54086,1,B%,1,100,84
1558722389.146024,309766.000,54213,1,B%,1,100,87
1558722390.158049,310509.000,54340,1,B%,1,100,85
1558722391.178247,311258.000,54485,1,B%,1,100,85
1558722392.192996,312003.000,54597,1,B%,1,100,84
1558722393.206384,312747.000,54744,1,B%,1,100,85
1558722394.223857,313494.000,54871,1,B%,1,100,85
1558722395.244055,314243.000,55016,1,B%,1,100,86
1558722396.257442,314987.000,55143,1,B%,1,100,85
1558722397.277640,315736.000,55288,1,B%,1,100,85
1558722398.293752,316482.000,55415,1,B%,1,100,84
1558722399.308501,317227.000,55547,1,B%,1,100,85
1558722400.324613,317973.000,55674,1,B%,1,100,84
1558722401.344811,318722.000,55819,1,B%,1,100,85
1558722402.358198,319466.000,55946,1,B%,1,100,86
1558722403.371586,320210.000,56073,1,B%,1,100,85
1558722404.389060,320957.000,56218,1,B%,1,100,85
1558722405.406533,321704.000,56345,1,B%,1,100,85
1558722406.415834,322445.000,56477,1,B%,1,100,85
1558722407.431946,323191.000,56604,1,B%,1,100,86
1558722408.452144,323940.000,56749,1,B%,1,100,84
1558722409.465531,324684.000,56876,1,B%,1,100,85
1558722410.478919,325428.000,57003,1,B%,1,100,85
1558722411.501841,326179.000,57148,1,B%,1,100,85
1558722412.512504,326921.000,57275,1,B%,1,100,85
1558722413.528616,327667.000,57407,1,B%,1,100,84
1558722414.547451,328415.000,57534,1,B%,1,100,85
1558722415.563563,329161.000,57679,1,B%,1,100,85
1558722416.575588,329904.000,57806,1,B%,1,100,84
1558722417.598511,330655.000,57933,1,B%,1,100,85
1558722418.613260,331400.000,58060,1,B%,1,100,83
1558722419.628010,332145.000,58187,1,B%,1,100,84
1558722420.645483,332892.000,58319,1,B%,1,100,84
1558722421.664319,333640.000,58446,1,B%,1,100,84
1558722422.676344,334383.000,58591,1,B%,1,100,84
1558722423.692456,335129.000,58718,1,B%,1,100,85
1558722424.709929,335876.000,58845,1,B%,1,100,85
1558722425.724679,336621.000,58990,1,B%,1,100,85
1558722426.736704,337364.000,59117,1,B%,1,100,83
1558722427.758264,338114.000,59249,1,B%,1,100,85
1558722428.774376,338860.000,59376,1,B%,1,100,85
1558722429.785039,339602.000,59521,1,B%,1,100,85
1558722430.799789,340347.000,59648,1,B%,1,100,84
1558722431.819987,341096.000,59793,1,B%,1,100,85
1558722432.830650,341838.000,59920,1,B%,1,100,84
1558722433.849486,342586.000,60050,1,B%,1,100,85
1558722434.868321,343334.000,60179,1,B%,1,100,84
1558722435.881709,344078.000,60306,1,B%,1,100,85
1558722436.896458,344823.000,60451,1,B%,1,100,85
1558722437.916656,345572.000,60578,1,B%,1,100,85
1558722438.928682,346315.000,60723,1,B%,1,100,85
1558722439.950242,347065.000,60850,1,B%,1,100,85
1558722440.967715,347812.000,60982,1,B%,1,100,83
1558722441.982465,348557.000,61109,1,B%,1,100,85
1558722442.998576,349303.000,61254,1,B%,1,100,84
1558722444.016050,350050.000,61381,1,B%,1,100,85
1558722445.033524,350797.000,61508,1,B%,1,100,85
1558722446.045549,351540.000,61653,1,B%,1,100,85
1558722447.064385,352288.000,61780,1,B%,1,100,84
1558722448.088669,353040.000,61912,1,B%,1,100,84
1558722449.095246,353779.000,62039,1,B%,1,100,85
1558722450.112720,354526.000,62184,1,B%,1,100,84
1558722451.132917,355275.000,62311,1,B%,1,100,84
1558722452.146305,356019.000,62456,1,B%,1,100,85
1558722453.159692,356763.000,62583,1,B%,1,100,83
1558722454.178528,357511.000,62692,1,B%,1,100,85
1558722455.196002,358258.000,62824,1,B%,1,100,85
1558722456.210751,359003.000,62969,1,B%,1,100,86
1558722457.226863,359749.000,63096,1,B%,1,100,84
1558722458.244337,360496.000,63223,1,B%,1,100,86
1558722459.256362,361239.000,63368,1,B%,1,100,84
1558722460.277922,361989.000,63495,1,B%,1,100,85
1558722461.291309,362733.000,63622,1,B%,1,100,84
1558722462.306059,363478.000,63754,1,B%,1,100,84
1558722463.324895,364226.000,63899,1,B%,1,100,84
1558722464.345093,364975.000,64026,1,B%,1,100,85
1558722465.359842,365720.000,64153,1,B%,1,100,85
1558722466.373230,366464.000,64298,1,B%,1,100,85
1558722467.392065,367212.000,64425,1,B%,1,100,85
1558722468.409539,367959.000,64570,1,B%,1,100,85
1558722469.418840,368700.000,64684,1,B%,1,100,85
1558722470.440400,369450.000,64829,1,B%,1,100,85
1558722471.457874,370197.000,64956,1,B%,1,100,85
1558722472.469899,370940.000,65101,1,B%,1,100,85
1558722473.486011,371686.000,65228,1,B%,1,100,84
1558722474.506209,372435.000,65355,1,B%,1,100,85
1558722475.518234,373178.000,65503,1,B%,1,100,85
1558722476.534346,373924.000,96,1,B%,1,100,85
1558722477.554543,374673.000,223,1,B%,1,100,85
1558722478.569293,375418.000,350,1,B%,1,100,84
1558722479.584042,376163.000,495,1,B%,1,100,84
1558722480.602878,376911.000,622,1,B%,1,100,85
1558722481.612179,377652.000,749,1,B%,1,100,84
1558722482.632377,378401.000,879,1,B%,1,100,84
1558722483.651213,379149.000,1026,1,B%,1,100,84
1558722484.670049,379897.000,1153,1,B%,1,100,86
1558722485.683436,380641.000,1280,1,B%,1,100,84
1558722486.699548,381387.000,1425,1,B%,1,100,84
1558722487.721108,382137.000,1552,1,B%,1,100,85
1558722488.734495,382881.000,1661,1,B%,1,100,85
1558722489.750607,383627.000,1793,1,B%,1,100,84
1558722490.774891,384379.000,1938,1,B%,1,100,85
1558722491.784192,385120.000,2065,1,B%,1,100,84
1558722492.801666,385867.000,2192,1,B%,1,100,85
1558722493.819139,386614.000,2337,1,B%,1,100,85
1558722494.835251,387360.000,2464,1,B%,1,100,86
1558722495.848639,388104.000,2609,1,B%,1,100,84
1558722496.866112,388851.000,2723,1,B%,1,100,85
1558722497.883586,389598.000,2868,1,B%,1,100,85
1558722498.898335,390343.000,2995,1,B%,1,100,85
1558722499.914447,391089.000,3140,1,B%,1,100,84
1558722500.933283,391837.000,3267,1,B%,1,100,85
1558722501.942584,392578.000,3394,1,B%,1,100,85
1558722502.961420,393326.000,3539,1,B%,1,100,84
1558722503.978893,394073.000,3671,1,B%,1,100,85
1558722504.993643,394818.000,3798,1,B%,1,100,84
1558722506.004306,395560.000,3925,1,B%,1,100,84
1558722507.024504,396309.000,4070,1,B%,1,100,84
1558722508.040616,397055.000,4197,1,B%,1,100,84
1558722509.054003,397799.000,4324,1,B%,1,100,85
1558722510.071477,398546.000,4469,1,B%,1,100,83
1558722511.093037,399296.000,4601,1,B%,1,100,84
1558722512.102338,400037.000,4728,1,B%,1,100,85
1558722513.123898,400787.000,4855,1,B%,1,100,85
1558722514.141371,401534.000,5000,1,B%,1,100,83
1558722515.153397,402277.000,5127,1,B%,1,100,85
1558722516.172233,403025.000,5272,1,B%,1,100,84
1558722517.191068,403773.000,5399,1,B%,1,100,84
1558722518.201732,404515.000,5531,1,B%,1,100,84
1558722519.217843,405261.000,5658,1,B%,1,100,85
1558722520.235317,406008.000,5803,1,B%,1,100,84
1558722521.254153,406756.000,5930,1,B%,1,100,85
1558722522.263454,407497.000,6057,1,B%,1,100,83
1558722523.280928,408244.000,6202,1,B%,1,100,84
1558722524.301126,408993.000,6314,1,B%,1,100,84
1558722525.314513,409737.000,6443,1,B%,1,100,85
1558722526.327900,410481.000,6570,1,B%,1,100,84
1558722527.350822,411232.000,6715,1,B%,1,100,83
1558722528.364210,411976.000,6842,1,B%,1,100,84
1558722529.381684,412723.000,6969,1,B%,1,100,84
1558722530.396433,413468.000,7114,1,B%,1,100,85
1558722531.412544,414214.000,7226,1,B%,1,100,85
1558722532.425932,414958.000,7373,1,B%,1,100,85
1558722533.447492,415708.000,7500,1,B%,1,100,84
1558722534.460879,416452.000,7645,1,B%,1,100,85
1558722535.476991,417198.000,7772,1,B%,1,100,85
1558722536.495827,417946.000,7917,1,B%,1,100,84
1558722537.513300,418693.000,8044,1,B%,1,100,84
1558722538.525326,419436.000,8176,1,B%,1,100,84
1558722539.542799,420183.000,8303,1,B%,1,100,84
1558722540.562997,420932.000,8448,1,B%,1,100,84
1558722541.577747,421677.000,8575,1,B%,1,100,85
1558722542.591134,422421.000,8702,1,B%,1,100,83
1558722543.611332,423170.000,8847,1,B%,1,100,84
1558722544.626082,423915.000,8974,1,B%,1,100,84
1558722545.639469,424659.000,9106,1,B%,1,100,85
1558722546.655581,425405.000,9233,1,B%,1,100,85
1558722547.675779,426154.000,9378,1,B%,1,100,84
1558722548.686442,426896.000,9505,1,B%,1,100,84
1558722549.706640,427645.000,9632,1,B%,1,100,84
1558722550.721389,428390.000,9777,1,B%,1,100,84
1558722551.734777,429134.000,9904,1,B%,1,100,84
1558722552.752250,429881.000,10036,1,B%,1,100,83
1558722553.772448,430630.000,10163,1,B%,1,100,84
1558722554.785836,431374.000,10308,1,B%,1,100,84
1558722555.799223,432118.000,10435,1,B%,1,100,85
1558722556.816697,432865.000,10580,1,B%,1,100,84
1558722557.838257,433615.000,10707,1,B%,1,100,85
1558722558.846196,434355.000,10834,1,B%,1,100,83
1558722559.866394,435104.000,10948,1,B%,1,100,85
1558722560.885229,435852.000,11075,1,B%,1,100,84
1558722561.897255,436595.000,11220,1,B%,1,100,85
1558722562.916090,437343.000,11347,1,B%,1,100,85
1558722563.936288,438092.000,11492,1,B%,1,100,84
1558722564.948314,438835.000,11619,1,B%,1,100,84
1558722565.965787,439582.000,11746,1,B%,1,100,85
1558722566.984623,440330.000,11878,1,B%,1,100,83
1558722567.998011,441074.000,12023,1,B%,1,100,84
