EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1558723109.022158,33936.000,5108,5,TH,1,100,16400
1558723109.022158,33936.000,5108,5,TH,1,100,16418
1558723109.022158,33936.000,5108,5,TH,1,100,16428
1558723109.022158,33936.000,5108,5,TH,1,100,16422
1558723109.022158,33936.000,5108,5,TH,1,100,16420
1558723109.157014,34035.000,5126,2,TH,1,100,16380
1558723109.291871,34134.000,5126,2,TH,1,100,16390
1558723109.424002,34231.000,5145,1,TH,1,100,16386
1558723109.560221,34331.000,5163,1,TH,1,100,16448
1558723109.695077,34430.000,5181,1,TH,1,100,16398
1558723109.827209,34527.000,5199,1,TH,1,100,16394
1558723109.959341,34624.000,5217,1,TH,1,100,16396
1558723110.092835,34722.000,5235,1,TH,1,100,16400
1558723110.224967,34819.000,5253,1,TH,1,100,16388
1558723110.358460,34917.000,5272,1,TH,1,100,16384
1558723110.491955,35015.000,5290,1,TH,1,100,16370
1558723110.625448,35113.000,5308,1,TH,1,100,16366
1558723110.757580,35210.000,5326,1,TH,1,100,16376
1558723110.889712,35307.000,5344,1,TH,1,100,16386
1558723111.020482,35403.000,5362,1,TH,1,100,16386
1558723111.152614,35500.000,5380,1,TH,1,100,16418
1558723111.286108,35598.000,5402,2,TH,1,100,16426
1558723111.419602,35696.000,5402,2,TH,1,100,16422
1558723111.554458,35795.000,5422,1,TH,1,100,16370
1558723111.689314,35894.000,5440,1,TH,1,100,16426
1558723111.820084,35990.000,5458,1,TH,1,100,16374
1558723111.953578,36088.000,5476,1,TH,1,100,16358
1558723112.087072,36186.000,5494,1,TH,1,100,16408
1558723112.217841,36282.000,5512,1,TH,1,100,16384
1558723112.352698,36381.000,5531,1,TH,1,100,16374
1558723112.487554,36480.000,5549,1,TH,1,100,16392
1558723112.619686,36577.000,5567,1,TH,1,100,16404
1558723112.755904,36677.000,5585,1,TH,1,100,16392
1558723112.890760,36776.000,5603,1,TH,1,100,16402
1558723113.022892,36873.000,5621,1,TH,1,100,16398
1558723113.155024,36970.000,5639,1,TH,1,100,16400
1558723113.288518,37068.000,5658,1,TH,1,100,16388
1558723113.423374,37167.000,5676,1,TH,1,100,16374
1558723113.556868,37265.000,5694,1,TH,1,100,16392
