EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1558722341.906368,275084.000,48096,22,GX,1,100,-0.244
1558722341.906368,275084.000,48096,22,GX,1,100,0.015
1558722341.906368,275084.000,48096,22,GX,1,100,0.885
1558722341.906368,275084.000,48096,22,GX,1,100,2.380
1558722341.906368,275084.000,48096,22,GX,1,100,1.114
1558722341.906368,275084.000,48096,22,GX,1,100,0.320
1558722341.906368,275084.000,48096,22,GX,1,100,0.458
1558722341.906368,275084.000,48096,22,GX,1,100,-2.670
1558722341.906368,275084.000,48096,22,GX,1,100,-0.809
1558722341.906368,275084.000,48096,22,GX,1,100,-1.144
1558722341.906368,275084.000,48096,22,GX,1,100,-0.793
1558722341.906368,275084.000,48096,22,GX,1,100,0.076
1558722341.906368,275084.000,48096,22,GX,1,100,0.381
1558722341.906368,275084.000,48096,22,GX,1,100,0.107
1558722341.906368,275084.000,48096,22,GX,1,100,0.046
1558722341.906368,275084.000,48096,22,GX,1,100,-0.336
1558722341.906368,275084.000,48096,22,GX,1,100,-1.373
1558722341.906368,275084.000,48096,22,GX,1,100,-1.404
1558722341.906368,275084.000,48096,22,GX,1,100,-2.182
1558722341.906368,275084.000,48096,22,GX,1,100,-0.671
1558722341.906368,275084.000,48096,22,GX,1,100,0.244
1558722341.906368,275084.000,48096,22,GX,1,100,0.290
1558722341.922865,275096.111,48114,9,GX,1,100,0.763
1558722341.939361,275108.222,48114,9,GX,1,100,0.137
1558722341.955857,275120.333,48114,9,GX,1,100,-0.076
1558722341.972354,275132.444,48114,9,GX,1,100,-0.305
1558722341.988850,275144.556,48114,9,GX,1,100,-0.381
1558722342.005346,275156.667,48114,9,GX,1,100,0.473
1558722342.021842,275168.778,48114,9,GX,1,100,0.168
1558722342.038339,275180.889,48114,9,GX,1,100,-1.312
1558722342.054835,275193.000,48114,9,GX,1,100,-2.014
1558722342.071180,275205.000,48132,8,GX,1,100,-1.907
1558722342.087525,275217.000,48132,8,GX,1,100,-1.328
1558722342.103870,275229.000,48132,8,GX,1,100,-0.076
1558722342.120215,275241.000,48132,8,GX,1,100,0.214
1558722342.136560,275253.000,48132,8,GX,1,100,-0.397
1558722342.152905,275265.000,48132,8,GX,1,100,-0.961
1558722342.169250,275277.000,48132,8,GX,1,100,-0.916
1558722342.185595,275289.000,48132,8,GX,1,100,-0.320
1558722342.202280,275301.250,48150,8,GX,1,100,-0.290
1558722342.218966,275313.500,48150,8,GX,1,100,-0.427
1558722342.235651,275325.750,48150,8,GX,1,100,0.412
1558722342.252337,275338.000,48150,8,GX,1,100,0.793
1558722342.269022,275350.250,48150,8,GX,1,100,-0.076
1558722342.285708,275362.500,48150,8,GX,1,100,-0.504
1558722342.302393,275374.750,48150,8,GX,1,100,0.305
1558722342.319079,275387.000,48150,8,GX,1,100,-0.275
1558722342.335726,275399.222,48168,9,GX,1,100,-1.648
1558722342.352374,275411.444,48168,9,GX,1,100,-2.029
1558722342.369022,275423.667,48168,9,GX,1,100,-1.541
1558722342.385669,275435.889,48168,9,GX,1,100,-0.961
1558722342.402317,275448.111,48168,9,GX,1,100,0.229
1558722342.418964,275460.333,48168,9,GX,1,100,1.144
1558722342.435612,275472.556,48168,9,GX,1,100,-0.015
1558722342.452260,275484.778,48168,9,GX,1,100,-0.214
1558722342.468907,275497.000,48168,9,GX,1,100,0.244
1558722342.485763,275509.375,48187,8,GX,1,100,-0.839
1558722342.502619,275521.750,48187,8,GX,1,100,-2.106
1558722342.519475,275534.125,48187,8,GX,1,100,-3.006
1558722342.536330,275546.500,48187,8,GX,1,100,-1.709
1558722342.553186,275558.875,48187,8,GX,1,100,-0.351
1558722342.570042,275571.250,48187,8,GX,1,100,0.031
1558722342.586898,275583.625,48187,8,GX,1,100,-1.434
1558722342.603753,275596.000,48187,8,GX,1,100,-0.854
1558722342.620609,275608.375,48205,8,GX,1,100,-0.534
1558722342.637465,275620.750,48205,8,GX,1,100,1.038
1558722342.654320,275633.125,48205,8,GX,1,100,3.159
1558722342.671176,275645.500,48205,8,GX,1,100,2.945
