RD,TS_received,TS_sent,AK,RoundTrip,
392919,393080,2019-12-05_13-53-14-502540,393083,161,
398027,398187,2019-12-05_13-53-20-536373,398193,160,
403135,403237,2019-12-05_13-53-26-512821,403297,102,
408243,408329,2019-12-05_13-53-32-563533,408332,86,
413351,413368,2019-12-05_13-53-38-571418,413371,17,
418459,418470,2019-12-05_13-53-44-666835,418473,11,
423567,423589,2019-12-05_13-53-50-760432,423592,22,
428675,428682,2019-12-05_13-53-56-837631,428685,7,
433783,433803,2019-12-05_13-54-02-905777,433806,20,
438891,438901,2019-12-05_13-54-08-960290,438905,10,
443999,444009,2019-12-05_13-54-14-983230,444013,10,
449107,449113,2019-12-05_13-54-21-022427,449116,6,
454215,454226,2019-12-05_13-54-27-061121,454229,11,
459323,459330,2019-12-05_13-54-33-097840,459333,7,
464431,464440,2019-12-05_13-54-39-180870,464443,9,
469539,469836,2019-12-05_13-54-45-576562,469839,297,
474647,474715,2019-12-05_13-54-51-435958,474719,68,
479755,479823,2019-12-05_13-54-57-529294,479826,68,
484863,484872,2019-12-05_13-55-03-575456,484875,9,
489971,489981,2019-12-05_13-55-09-646902,489984,10,
495079,495092,2019-12-05_13-55-15-780817,495095,13,
500187,500195,2019-12-05_13-55-21-863170,500198,8,
505295,505308,2019-12-05_13-55-27-944415,505312,13,
510403,510411,2019-12-05_13-55-34-048681,510415,8,
515511,515517,2019-12-05_13-55-40-122155,515522,6,
520619,520882,2019-12-05_13-55-46-502135,520885,263,
525727,525807,2019-12-05_13-55-52-404556,525810,80,
530835,530843,2019-12-05_13-55-58-449417,530847,8,
535943,536018,2019-12-05_13-56-04-568052,536023,75,
541051,541061,2019-12-05_13-56-10-620578,541065,10,
546159,546192,2019-12-05_13-56-16-679453,546196,33,
551267,551275,2019-12-05_13-56-22-726259,551278,8,
556375,556383,2019-12-05_13-56-28-770558,556387,8,
561483,561492,2019-12-05_13-56-34-832901,561495,9,
566591,566610,2019-12-05_13-56-40-858628,566633,19,
571699,571706,2019-12-05_13-56-46-895706,571709,7,
576807,576813,2019-12-05_13-56-52-942384,576817,6,
581915,581924,2019-12-05_13-56-59-005107,581927,9,
587023,587031,2019-12-05_13-57-05-119127,587034,8,
592131,592137,2019-12-05_13-57-11-180622,592140,6,
597239,597429,2019-12-05_13-57-17-482799,597432,190,
