EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,H0
1575568018.184284,76270.000,12857,1,H0,1,100,96.489
1575568018.317369,76382.000,12874,1,H0,1,100,96.482
1575568018.456396,76499.000,12892,1,H0,1,100,96.470
1575568018.594235,76615.000,12926,1,H0,1,100,96.486
1575568018.723755,76724.000,12944,1,H0,1,100,96.482
1575568018.853276,76833.000,12962,1,H0,1,100,96.478
1575568018.988738,76947.000,12981,1,H0,1,100,96.474
1575568019.121823,77059.000,12999,1,H0,1,100,96.482
1575568019.263227,77178.000,13017,1,H0,1,100,96.486
1575568019.390371,77285.000,13035,1,H0,1,100,96.478
1575568019.515138,77390.000,13052,1,H0,1,100,96.486
1575568019.651789,77505.000,13070,1,H0,1,100,96.482
1575568019.788439,77620.000,13104,1,H0,1,100,96.482
1575568019.921524,77732.000,13123,1,H0,1,100,96.482
1575568020.049857,77840.000,13141,1,H0,1,100,96.482
1575568020.180566,77950.000,13159,1,H0,1,100,96.482
1575568020.319592,78067.000,13177,1,H0,1,100,96.478
1575568020.456243,78182.000,13195,1,H0,1,100,96.478
1575568020.586951,78292.000,13213,1,H0,1,100,96.474
1575568020.711719,78397.000,13231,1,H0,1,100,96.478
1575568020.844805,78509.000,13248,1,H0,1,100,96.474
1575568020.982643,78625.000,13266,1,H0,1,100,96.470
1575568021.120481,78741.000,13301,1,H0,1,100,96.470
1575568021.245249,78846.000,13319,1,H0,1,100,96.467
1575568021.374770,78955.000,13337,1,H0,1,100,96.463
1575568021.510232,79069.000,13355,1,H0,1,100,96.459
1575568021.648070,79185.000,13373,1,H0,1,100,96.459
1575568021.782344,79298.000,13391,1,H0,1,100,96.459
1575568021.907111,79403.000,13409,1,H0,1,100,96.455
1575568022.040197,79515.000,13427,1,H0,1,100,96.451
1575568022.176847,79630.000,13445,1,H0,1,100,96.455
1575568022.311121,79743.000,13479,1,H0,1,100,96.448
1575568022.445395,79856.000,13497,1,H0,1,100,96.451
1575568022.573727,79964.000,13515,1,H0,1,100,96.451
1575568022.703248,80073.000,13533,1,H0,1,100,96.440
1575568022.841086,80189.000,13551,1,H0,1,100,96.444
1575568022.980113,80306.000,13570,1,H0,1,100,96.432
1575568023.104880,80411.000,13588,1,H0,1,100,96.432
1575568023.233213,80519.000,13606,1,H0,1,100,96.421
1575568023.368675,80633.000,13623,1,H0,1,100,96.406
1575568023.505325,80748.000,13641,1,H0,1,100,96.406
1575568023.641975,80863.000,13675,1,H0,1,100,96.413
1575568023.769119,80970.000,13693,1,H0,1,100,96.402
1575568023.898640,81079.000,13712,1,H0,1,100,96.406
1575568024.032914,81192.000,13730,1,H0,1,100,96.402
1575568024.167187,81305.000,13751,2,H0,1,100,96.409
1575568024.301461,81418.000,13751,2,H0,1,100,96.394
1575568024.427417,81524.000,13787,1,H0,1,100,96.409
1575568024.559314,81635.000,13805,1,H0,1,100,96.398
1575568024.695964,81750.000,13823,1,H0,1,100,96.386
1575568024.833803,81866.000,13841,1,H0,1,100,96.394
1575568024.962135,81974.000,13860,1,H0,1,100,96.394
1575568025.089279,82081.000,13878,1,H0,1,100,96.383
1575568025.225929,82196.000,13895,1,H0,1,100,96.390
1575568025.361391,82310.000,13913,1,H0,1,100,96.383
1575568025.487347,82416.000,13931,1,H0,1,100,96.383
1575568025.625186,82532.000,13965,1,H0,1,100,96.386
1575568025.763024,82648.000,13983,1,H0,1,100,96.386
1575568025.900863,82764.000,14002,1,H0,1,100,96.379
1575568026.028007,82871.000,14020,1,H0,1,100,96.371
1575568026.158716,82981.000,14038,1,H0,1,100,96.371
1575568026.291801,83093.000,14056,1,H0,1,100,96.367
1575568026.433204,83212.000,14073,1,H0,1,100,96.360
1575568026.569855,83327.000,14091,1,H0,1,100,96.356
1575568026.706505,83442.000,14125,1,H0,1,100,96.364
1575568026.836025,83551.000,14143,1,H0,1,100,96.356
1575568026.963170,83658.000,14162,1,H0,1,100,96.364
