EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1575568678.720529,32520.000,5133,2,T0,1,100,30.853
1575568678.720529,32520.000,5133,2,T0,1,100,30.891
1575568678.851372,32630.000,5151,1,T0,1,100,30.864
1575568678.978646,32737.000,5169,1,T0,1,100,30.886
1575568679.114247,32851.000,5203,1,T0,1,100,30.859
1575568679.248658,32964.000,5221,1,T0,1,100,30.864
1575568679.389017,33082.000,5239,1,T0,1,100,30.794
1575568679.519860,33192.000,5257,1,T0,1,100,30.853
1575568679.645945,33298.000,5275,1,T0,1,100,30.891
1575568679.781546,33412.000,5293,1,T0,1,100,30.843
1575568679.920715,33529.000,5312,1,T0,1,100,30.848
1575568680.055126,33642.000,5329,1,T0,1,100,30.869
1575568680.181211,33748.000,5347,1,T0,1,100,30.848
1575568680.312054,33858.000,5382,1,T0,1,100,30.864
1575568680.450034,33974.000,5399,1,T0,1,100,30.875
1575568680.584445,34087.000,5417,1,T0,1,100,30.891
1575568680.718857,34200.000,5435,1,T0,1,100,30.837
1575568680.844942,34306.000,5453,1,T0,1,100,30.875
1575568680.979353,34419.000,5472,1,T0,1,100,30.853
1575568681.118522,34536.000,5490,1,T0,1,100,30.880
1575568681.256502,34652.000,5508,1,T0,1,100,30.859
1575568681.382587,34758.000,5525,1,T0,1,100,30.837
1575568681.508672,34864.000,5543,1,T0,1,100,30.837
1575568681.644273,34978.000,5577,1,T0,1,100,30.864
1575568681.783442,35095.000,5595,1,T0,1,100,30.848
1575568681.917854,35208.000,5614,1,T0,1,100,30.816
1575568682.042749,35313.000,5632,1,T0,1,100,30.864
1575568682.175971,35425.000,5650,1,T0,1,100,30.848
1575568682.311572,35539.000,5668,1,T0,1,100,30.832
1575568682.445983,35652.000,5686,1,T0,1,100,30.848
1575568682.582774,35767.000,5703,1,T0,1,100,30.810
1575568682.710048,35874.000,5721,1,T0,1,100,30.864
1575568682.837322,35981.000,5756,1,T0,1,100,30.827
1575568682.976492,36098.000,5774,1,T0,1,100,30.827
1575568683.115661,36215.000,5792,1,T0,1,100,30.859
1575568683.244125,36323.000,5810,1,T0,1,100,30.848
1575568683.374968,36433.000,5828,1,T0,1,100,30.832
1575568683.508190,36545.000,5846,1,T0,1,100,30.821
1575568683.641412,36657.000,5864,1,T0,1,100,30.853
1575568683.781770,36775.000,5881,1,T0,1,100,30.810
1575568683.907856,36881.000,5899,1,T0,1,100,30.843
1575568684.038698,36991.000,5934,1,T0,1,100,30.864
1575568684.173110,37104.000,5952,1,T0,1,100,30.832
1575568684.312279,37221.000,5970,1,T0,1,100,30.810
1575568684.447880,37335.000,5988,1,T0,1,100,30.859
1575568684.573965,37441.000,6006,1,T0,1,100,30.848
1575568684.705997,37552.000,6027,1,T0,1,100,30.816
1575568684.845166,37669.000,6048,1,T0,1,100,30.816
1575568684.983146,37785.000,6066,1,T0,1,100,30.794
1575568685.110421,37892.000,6084,1,T0,1,100,30.832
