EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1575568018.215179,76296.000,12850,4,PR,1,100,173489
1575568018.215179,76296.000,12850,4,PR,1,100,172913
1575568018.215179,76296.000,12850,4,PR,1,100,172920
1575568018.215179,76296.000,12850,4,PR,1,100,172934
1575568018.255580,76330.000,12868,3,PR,1,100,172937
1575568018.295981,76364.000,12868,3,PR,1,100,172915
1575568018.336382,76398.000,12868,3,PR,1,100,172949
1575568018.377971,76433.000,12885,2,PR,1,100,172997
1575568018.419560,76468.000,12885,2,PR,1,100,173076
1575568018.460357,76502.333,12903,3,PR,1,100,173112
1575568018.501154,76536.667,12903,3,PR,1,100,173145
1575568018.541951,76571.000,12903,3,PR,1,100,173164
1575568018.579679,76602.750,12919,4,PR,1,100,173202
1575568018.617406,76634.500,12919,4,PR,1,100,173238
1575568018.655133,76666.250,12919,4,PR,1,100,173287
1575568018.692861,76698.000,12919,4,PR,1,100,173333
1575568018.734054,76732.667,12937,3,PR,1,100,173383
1575568018.775247,76767.333,12937,3,PR,1,100,173433
1575568018.816440,76802.000,12937,3,PR,1,100,173362
1575568018.856445,76835.667,12955,3,PR,1,100,172918
1575568018.896450,76869.333,12955,3,PR,1,100,172769
1575568018.936455,76903.000,12955,3,PR,1,100,172800
1575568018.977252,76937.333,12974,3,PR,1,100,172846
1575568019.018049,76971.667,12974,3,PR,1,100,172812
1575568019.058846,77006.000,12974,3,PR,1,100,172847
1575568019.099841,77040.500,12992,2,PR,1,100,172917
1575568019.140836,77075.000,12992,2,PR,1,100,172918
1575568019.182425,77110.000,13010,3,PR,1,100,172904
1575568019.224014,77145.000,13010,3,PR,1,100,172875
1575568019.265603,77180.000,13010,3,PR,1,100,172920
1575568019.303628,77212.000,13028,4,PR,1,100,172993
1575568019.341652,77244.000,13028,4,PR,1,100,173062
1575568019.379676,77276.000,13028,4,PR,1,100,173107
1575568019.417701,77308.000,13028,4,PR,1,100,173133
1575568019.456121,77340.333,13046,3,PR,1,100,173178
1575568019.494542,77372.667,13046,3,PR,1,100,173211
1575568019.532962,77405.000,13046,3,PR,1,100,173234
1575568019.573759,77439.333,13063,3,PR,1,100,173126
1575568019.614556,77473.667,13063,3,PR,1,100,172786
1575568019.655353,77508.000,13063,3,PR,1,100,172677
1575568019.696151,77542.333,13081,3,PR,1,100,172728
1575568019.736948,77576.667,13081,3,PR,1,100,172762
1575568019.777745,77611.000,13081,3,PR,1,100,172794
1575568019.819334,77646.000,13097,2,PR,1,100,172835
1575568019.860923,77681.000,13097,2,PR,1,100,172859
1575568019.899244,77713.250,13116,4,PR,1,100,172850
1575568019.937566,77745.500,13116,4,PR,1,100,172848
1575568019.975887,77777.750,13116,4,PR,1,100,172870
1575568020.014209,77810.000,13116,4,PR,1,100,172953
1575568020.052629,77842.333,13134,3,PR,1,100,173060
1575568020.091050,77874.667,13134,3,PR,1,100,173082
1575568020.129470,77907.000,13134,3,PR,1,100,173127
1575568020.170267,77941.333,13152,3,PR,1,100,173155
1575568020.211064,77975.667,13152,3,PR,1,100,173199
1575568020.251861,78010.000,13152,3,PR,1,100,173264
1575568020.293451,78045.000,13170,3,PR,1,100,173330
1575568020.335040,78080.000,13170,3,PR,1,100,173128
1575568020.376629,78115.000,13170,3,PR,1,100,172761
1575568020.418218,78150.000,13188,2,PR,1,100,172722
1575568020.459807,78185.000,13188,2,PR,1,100,172698
1575568020.498426,78217.500,13206,4,PR,1,100,172744
1575568020.537045,78250.000,13206,4,PR,1,100,172732
1575568020.575663,78282.500,13206,4,PR,1,100,172750
1575568020.614281,78315.000,13206,4,PR,1,100,172774
1575568020.651910,78346.667,13224,3,PR,1,100,172780
1575568020.689538,78378.333,13224,3,PR,1,100,172790
1575568020.727166,78410.000,13224,3,PR,1,100,172823
1575568020.767171,78443.667,13242,3,PR,1,100,172897
1575568020.807176,78477.333,13242,3,PR,1,100,172955
1575568020.847181,78511.000,13242,3,PR,1,100,173013
1575568020.889958,78547.000,13259,3,PR,1,100,173063
1575568020.932736,78583.000,13259,3,PR,1,100,173130
1575568020.975513,78619.000,13259,3,PR,1,100,173159
1575568021.016310,78653.333,13278,3,PR,1,100,173193
1575568021.057107,78687.667,13278,3,PR,1,100,173079
1575568021.097904,78722.000,13278,3,PR,1,100,172732
1575568021.135929,78754.000,13294,3,PR,1,100,172570
1575568021.173953,78786.000,13294,3,PR,1,100,172541
1575568021.211978,78818.000,13294,3,PR,1,100,172547
1575568021.249606,78849.667,13312,3,PR,1,100,172500
1575568021.287234,78881.333,13312,3,PR,1,100,172484
1575568021.324863,78913.000,13312,3,PR,1,100,172483
1575568021.365660,78947.333,13330,3,PR,1,100,172445
1575568021.406457,78981.667,13330,3,PR,1,100,172521
1575568021.447254,79016.000,13330,3,PR,1,100,172587
1575568021.488447,79050.667,13348,3,PR,1,100,172642
1575568021.529640,79085.333,13348,3,PR,1,100,172675
1575568021.570833,79120.000,13348,3,PR,1,100,172701
1575568021.611630,79154.333,13366,3,PR,1,100,172774
1575568021.652427,79188.667,13366,3,PR,1,100,172802
1575568021.693224,79223.000,13366,3,PR,1,100,172851
1575568021.732041,79255.667,13384,3,PR,1,100,172835
1575568021.770857,79288.333,13384,3,PR,1,100,172752
1575568021.809674,79321.000,13384,3,PR,1,100,172456
1575568021.848094,79353.333,13402,3,PR,1,100,172274
1575568021.886515,79385.667,13402,3,PR,1,100,172255
1575568021.924935,79418.000,13402,3,PR,1,100,172254
1575568021.964148,79451.000,13421,3,PR,1,100,172253
1575568022.003361,79484.000,13421,3,PR,1,100,172258
1575568022.042573,79517.000,13421,3,PR,1,100,172257
1575568022.083766,79551.667,13438,3,PR,1,100,172280
1575568022.124960,79586.333,13438,3,PR,1,100,172332
1575568022.166153,79621.000,13438,3,PR,1,100,172363
1575568022.206950,79655.333,13456,3,PR,1,100,172400
1575568022.247747,79689.667,13456,3,PR,1,100,172478
1575568022.288544,79724.000,13456,3,PR,1,100,172578
1575568022.328945,79758.000,13472,3,PR,1,100,172690
1575568022.369346,79792.000,13472,3,PR,1,100,172748
1575568022.409747,79826.000,13472,3,PR,1,100,172847
1575568022.448167,79858.333,13490,3,PR,1,100,172915
1575568022.486588,79890.667,13490,3,PR,1,100,172949
1575568022.525008,79923.000,13490,3,PR,1,100,172684
1575568022.564221,79956.000,13508,3,PR,1,100,172397
1575568022.603433,79989.000,13508,3,PR,1,100,172389
1575568022.642646,80022.000,13508,3,PR,1,100,172520
1575568022.683047,80056.000,13526,3,PR,1,100,172638
1575568022.723448,80090.000,13526,3,PR,1,100,172689
1575568022.763849,80124.000,13526,3,PR,1,100,172710
1575568022.804250,80158.000,13544,3,PR,1,100,172792
1575568022.844651,80192.000,13544,3,PR,1,100,172878
1575568022.885052,80226.000,13544,3,PR,1,100,172950
1575568022.926245,80260.667,13563,3,PR,1,100,172962
1575568022.967438,80295.333,13563,3,PR,1,100,173042
1575568023.008631,80330.000,13563,3,PR,1,100,173121
1575568023.046259,80361.667,13581,3,PR,1,100,173195
1575568023.083888,80393.333,13581,3,PR,1,100,173261
1575568023.121516,80425.000,13581,3,PR,1,100,173319
1575568023.163501,80460.333,13599,3,PR,1,100,173401
1575568023.205487,80495.667,13599,3,PR,1,100,173401
1575568023.247472,80531.000,13599,3,PR,1,100,173107
1575568023.287873,80565.000,13617,3,PR,1,100,172884
1575568023.328274,80599.000,13617,3,PR,1,100,172918
1575568023.368675,80633.000,13617,3,PR,1,100,172972
1575568023.409472,80667.333,13634,3,PR,1,100,173026
1575568023.450269,80701.667,13634,3,PR,1,100,173056
1575568023.491066,80736.000,13634,3,PR,1,100,173129
1575568023.533051,80771.333,13652,3,PR,1,100,173141
1575568023.575036,80806.667,13652,3,PR,1,100,173163
1575568023.617022,80842.000,13652,3,PR,1,100,173208
1575568023.654650,80873.667,13668,3,PR,1,100,173310
1575568023.692278,80905.333,13668,3,PR,1,100,173426
1575568023.729907,80937.000,13668,3,PR,1,100,173528
1575568023.768327,80969.333,13686,3,PR,1,100,173372
1575568023.806748,81001.667,13686,3,PR,1,100,173077
1575568023.845168,81034.000,13686,3,PR,1,100,173366
1575568023.885965,81068.333,13705,3,PR,1,100,173525
1575568023.926762,81102.667,13705,3,PR,1,100,173659
1575568023.967559,81137.000,13705,3,PR,1,100,173229
1575568024.008356,81171.333,13723,3,PR,1,100,172917
1575568024.049153,81205.667,13723,3,PR,1,100,172969
1575568024.089950,81240.000,13723,3,PR,1,100,173017
1575568024.129638,81273.400,13744,5,PR,1,100,172864
1575568024.169326,81306.800,13744,5,PR,1,100,173148
1575568024.209014,81340.200,13744,5,PR,1,100,173111
1575568024.248702,81373.600,13744,5,PR,1,100,173157
1575568024.288390,81407.000,13744,5,PR,1,100,173130
1575568024.323642,81436.667,13762,3,PR,1,100,173206
1575568024.358894,81466.333,13762,3,PR,1,100,173359
1575568024.394145,81496.000,13762,3,PR,1,100,173194
1575568024.435338,81530.667,13780,3,PR,1,100,173633
1575568024.476532,81565.333,13780,3,PR,1,100,173702
1575568024.517725,81600.000,13780,3,PR,1,100,173733
1575568024.558918,81634.667,13798,3,PR,1,100,173797
1575568024.600111,81669.333,13798,3,PR,1,100,173867
1575568024.641304,81704.000,13798,3,PR,1,100,173743
1575568024.682497,81738.667,13816,3,PR,1,100,173382
1575568024.723690,81773.333,13816,3,PR,1,100,173223
1575568024.764884,81808.000,13816,3,PR,1,100,173251
1575568024.805285,81842.000,13834,3,PR,1,100,173291
1575568024.845685,81876.000,13834,3,PR,1,100,173330
1575568024.886086,81910.000,13834,3,PR,1,100,173385
1575568024.924507,81942.333,13853,3,PR,1,100,173431
1575568024.962927,81974.667,13853,3,PR,1,100,173439
1575568025.001348,82007.000,13853,3,PR,1,100,173446
1575568025.040956,82040.333,13871,3,PR,1,100,173555
1575568025.080565,82073.667,13871,3,PR,1,100,173692
1575568025.120174,82107.000,13871,3,PR,1,100,173761
1575568025.159783,82140.333,13889,3,PR,1,100,173819
1575568025.199392,82173.667,13889,3,PR,1,100,173884
1575568025.239000,82207.000,13889,3,PR,1,100,173984
1575568025.279797,82241.333,13906,3,PR,1,100,174024
1575568025.320594,82275.667,13906,3,PR,1,100,174092
1575568025.361391,82310.000,13906,3,PR,1,100,173971
1575568025.395851,82339.000,13924,3,PR,1,100,173562
1575568025.430311,82368.000,13924,3,PR,1,100,173354
1575568025.464770,82397.000,13924,3,PR,1,100,173385
1575568025.505567,82431.333,13942,3,PR,1,100,173469
1575568025.546364,82465.667,13942,3,PR,1,100,173478
1575568025.587161,82500.000,13942,3,PR,1,100,173510
1575568025.628355,82534.667,13958,3,PR,1,100,173544
1575568025.669548,82569.333,13958,3,PR,1,100,173559
1575568025.710741,82604.000,13958,3,PR,1,100,173563
1575568025.752330,82639.000,13976,3,PR,1,100,173636
1575568025.793919,82674.000,13976,3,PR,1,100,173765
1575568025.835508,82709.000,13976,3,PR,1,100,173849
1575568025.875513,82742.667,13995,3,PR,1,100,173879
1575568025.915518,82776.333,13995,3,PR,1,100,173941
1575568025.955523,82810.000,13995,3,PR,1,100,174079
1575568025.993151,82841.667,14013,3,PR,1,100,174156
1575568026.030779,82873.333,14013,3,PR,1,100,174129
1575568026.068408,82905.000,14013,3,PR,1,100,174148
1575568026.108413,82938.667,14031,3,PR,1,100,173993
1575568026.148417,82972.333,14031,3,PR,1,100,173574
1575568026.188422,83006.000,14031,3,PR,1,100,173408
1575568026.233180,83043.667,14049,3,PR,1,100,173386
1575568026.277938,83081.333,14049,3,PR,1,100,173397
1575568026.322696,83119.000,14049,3,PR,1,100,173363
1575568026.360324,83150.667,14067,3,PR,1,100,173386
1575568026.397953,83182.333,14067,3,PR,1,100,173371
1575568026.435581,83214.000,14067,3,PR,1,100,173359
1575568026.476774,83248.667,14084,3,PR,1,100,173304
1575568026.517967,83283.333,14084,3,PR,1,100,173305
1575568026.559160,83318.000,14084,3,PR,1,100,173287
1575568026.600749,83353.000,14102,3,PR,1,100,173242
1575568026.642339,83388.000,14102,3,PR,1,100,173208
1575568026.683928,83423.000,14102,3,PR,1,100,173209
1575568026.722744,83455.667,14118,3,PR,1,100,173251
1575568026.761561,83488.333,14118,3,PR,1,100,173310
1575568026.800378,83521.000,14118,3,PR,1,100,173377
1575568026.838006,83552.667,14136,3,PR,1,100,173315
1575568026.875634,83584.333,14136,3,PR,1,100,173015
1575568026.913263,83616.000,14136,3,PR,1,100,172895
1575568026.952871,83649.333,14155,3,PR,1,100,172906
1575568026.992480,83682.667,14155,3,PR,1,100,172957
1575568027.032089,83716.000,14155,3,PR,1,100,172975
1575568027.072886,83750.333,14173,3,PR,1,100,173022
1575568027.113683,83784.667,14173,3,PR,1,100,173030
1575568027.154480,83819.000,14173,3,PR,1,100,172973
