EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1575568024.168375,81306.000,13740,2,RD,1,100,TL
1575568024.168375,81306.000,13740,2,RD,1,100,TU
1575568027.203199,83860.000,14636,2,RD,1,100,TL
1575568030.238022,86414.000,14636,2,RD,1,100,TU
1575568033.272845,88968.000,15532,2,RD,1,100,TL
1575568036.307668,91522.000,15532,2,RD,1,100,TU
1575568039.342492,94076.000,16430,2,RD,1,100,TL
1575568042.377315,96630.000,16430,2,RD,1,100,TU
1575568045.412138,99184.000,17326,2,RD,1,100,TL
1575568048.446961,101738.000,17326,2,RD,1,100,TU
1575568051.481784,104292.000,18222,2,RD,1,100,TL
1575568054.516608,106846.000,18222,2,RD,1,100,TU
1575568057.551431,109400.000,19118,2,RD,1,100,TL
1575568060.586254,111954.000,19118,2,RD,1,100,TU
1575568063.621077,114508.000,20014,2,RD,1,100,TL
1575568066.655900,117062.000,20014,2,RD,1,100,TU
1575568069.690723,119616.000,20910,2,RD,1,100,TL
1575568072.725547,122170.000,20910,2,RD,1,100,TU
1575568075.760370,124724.000,21808,2,RD,1,100,TL
1575568078.795193,127278.000,21808,2,RD,1,100,TU
1575568081.830016,129832.000,22704,2,RD,1,100,TL
1575568084.864840,132386.000,22704,2,RD,1,100,TU
1575568087.899663,134940.000,23601,2,RD,1,100,TL
1575568090.934486,137494.000,23601,2,RD,1,100,TU
1575568093.969309,140048.000,24497,2,RD,1,100,TL
1575568097.004132,142602.000,24497,2,RD,1,100,TU
1575568100.038955,145156.000,25394,2,RD,1,100,TL
1575568103.073779,147710.000,25394,2,RD,1,100,TU
1575568106.108602,150264.000,26291,2,RD,1,100,TL
1575568109.143425,152818.000,26291,2,RD,1,100,TU
1575568112.178248,155372.000,27187,2,RD,1,100,TL
1575568115.213071,157926.000,27187,2,RD,1,100,TU
1575568118.247895,160480.000,28083,2,RD,1,100,TL
1575568121.282718,163034.000,28083,2,RD,1,100,TU
1575568124.317541,165588.000,28979,2,RD,1,100,TL
1575568127.352364,168142.000,28979,2,RD,1,100,TU
1575568130.387187,170696.000,29877,2,RD,1,100,TL
1575568133.422011,173250.000,29877,2,RD,1,100,TU
1575568136.456834,175804.000,30773,2,RD,1,100,TL
1575568139.491657,178358.000,30773,2,RD,1,100,TU
1575568142.526480,180912.000,31669,2,RD,1,100,TL
1575568145.561303,183466.000,31669,2,RD,1,100,TU
1575568148.596127,186020.000,32565,2,RD,1,100,TL
1575568151.630950,188574.000,32565,2,RD,1,100,TU
1575568154.665773,191128.000,33461,2,RD,1,100,TL
1575568157.700596,193682.000,33461,2,RD,1,100,TU
1575568160.735419,196236.000,34357,2,RD,1,100,TL
1575568163.770242,198790.000,34357,2,RD,1,100,TU
1575568166.805066,201344.000,35254,2,RD,1,100,TL
1575568169.839889,203898.000,35254,2,RD,1,100,TU
1575568172.874712,206452.000,36151,2,RD,1,100,TL
1575568175.909535,209006.000,36151,2,RD,1,100,TU
1575568178.959212,211572.500,37029,2,RD,1,100,TL
1575568182.008888,214139.000,37029,2,RD,1,100,TU
1575568185.043711,216693.000,37925,2,RD,1,100,TL
1575568188.078535,219247.000,37925,2,RD,1,100,TU
1575568191.113358,221801.000,38821,2,RD,1,100,TL
1575568194.148181,224355.000,38821,2,RD,1,100,TU
1575568197.183004,226909.000,39717,2,RD,1,100,TL
1575568200.217828,229463.000,39717,2,RD,1,100,TU
1575568203.252651,232017.000,40614,2,RD,1,100,TL
1575568206.287474,234571.000,40614,2,RD,1,100,TU
1575568209.322297,237125.000,41511,2,RD,1,100,TL
1575568212.357120,239679.000,41511,2,RD,1,100,TU
1575568215.391943,242233.000,42405,2,RD,1,100,TL
1575568218.426767,244787.000,42405,2,RD,1,100,TU
1575568221.461590,247341.000,43301,2,RD,1,100,TL
1575568224.496413,249895.000,43301,2,RD,1,100,TU
1575568227.531236,252449.000,44198,2,RD,1,100,TL
1575568230.566059,255003.000,44198,2,RD,1,100,TU
1575568233.600883,257557.000,45096,2,RD,1,100,TL
1575568236.635706,260111.000,45096,2,RD,1,100,TU
1575568239.670529,262665.000,45992,2,RD,1,100,TL
1575568242.705352,265219.000,45992,2,RD,1,100,TU
1575568245.740175,267773.000,46888,2,RD,1,100,TL
1575568248.774999,270327.000,46888,2,RD,1,100,TU
1575568251.809822,272881.000,47784,2,RD,1,100,TL
1575568254.844645,275435.000,47784,2,RD,1,100,TU
1575568257.879468,277989.000,48680,2,RD,1,100,TL
1575568260.914291,280543.000,48680,2,RD,1,100,TU
1575568263.949115,283097.000,49574,2,RD,1,100,TL
