EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1575568018.215179,76296.000,12856,2,TH,1,100,16250
1575568018.215179,76296.000,12856,2,TH,1,100,16260
1575568018.351829,76411.000,12891,1,TH,1,100,16294
1575568018.490856,76528.000,12908,1,TH,1,100,16268
1575568018.627506,76643.000,12925,1,TH,1,100,16274
1575568018.754650,76750.000,12943,1,TH,1,100,16252
1575568018.885359,76860.000,12961,1,TH,1,100,16218
1575568019.020821,76974.000,12980,1,TH,1,100,16262
1575568019.155095,77087.000,12998,1,TH,1,100,16266
1575568019.294122,77204.000,13016,1,TH,1,100,16236
1575568019.420077,77310.000,13034,1,TH,1,100,16208
1575568019.550786,77420.000,13069,1,TH,1,100,16210
1575568019.686248,77534.000,13086,1,TH,1,100,16254
1575568019.820522,77647.000,13103,1,TH,1,100,16260
1575568019.954796,77760.000,13122,1,TH,1,100,16216
1575568020.080751,77866.000,13140,1,TH,1,100,16210
1575568020.212649,77977.000,13158,1,TH,1,100,16244
1575568020.352864,78095.000,13176,1,TH,1,100,16258
1575568020.494267,78214.000,13194,1,TH,1,100,16238
1575568020.616658,78317.000,13212,1,TH,1,100,16182
1575568020.744990,78425.000,13230,1,TH,1,100,16184
1575568020.881641,78540.000,13265,1,TH,1,100,16206
1575568021.015914,78653.000,13283,1,TH,1,100,16266
1575568021.151376,78767.000,13300,1,TH,1,100,16234
1575568021.276144,78872.000,13318,1,TH,1,100,16222
1575568021.408041,78983.000,13336,1,TH,1,100,16202
1575568021.543503,79097.000,13354,1,TH,1,100,16250
1575568021.682530,79214.000,13372,1,TH,1,100,16230
1575568021.812050,79323.000,13390,1,TH,1,100,16220
1575568021.939194,79430.000,13408,1,TH,1,100,16208
1575568022.072280,79542.000,13444,1,TH,1,100,16208
1575568022.208930,79657.000,13461,1,TH,1,100,16218
1575568022.345580,79772.000,13478,1,TH,1,100,16242
1575568022.476289,79882.000,13496,1,TH,1,100,16212
1575568022.604622,79990.000,13514,1,TH,1,100,16212
1575568022.740084,80104.000,13532,1,TH,1,100,16220
1575568022.875546,80218.000,13550,1,TH,1,100,16248
1575568023.011008,80332.000,13569,1,TH,1,100,16232
1575568023.138152,80439.000,13587,1,TH,1,100,16232
1575568023.265296,80546.000,13605,1,TH,1,100,16224
1575568023.400758,80660.000,13640,1,TH,1,100,16250
1575568023.538596,80776.000,13657,1,TH,1,100,16292
1575568023.675246,80891.000,13674,1,TH,1,100,16248
1575568023.798826,80995.000,13692,1,TH,1,100,16266
1575568023.931911,81107.000,13711,1,TH,1,100,16280
1575568024.070938,81224.000,13729,1,TH,1,100,16326
1575568024.205212,81337.000,13750,1,TH,1,100,16304
1575568024.332356,81444.000,13767,1,TH,1,100,16298
1575568024.459500,81551.000,13786,1,TH,1,100,16334
1575568024.591397,81662.000,13804,1,TH,1,100,16298
1575568024.729236,81778.000,13822,1,TH,1,100,16326
1575568024.868262,81895.000,13840,1,TH,1,100,16338
1575568024.994218,82001.000,13859,1,TH,1,100,16346
1575568025.123739,82110.000,13877,1,TH,1,100,16336
1575568025.256824,82222.000,13912,1,TH,1,100,16316
1575568025.391098,82335.000,13930,1,TH,1,100,16338
1575568025.520619,82444.000,13947,1,TH,1,100,16362
1575568025.659645,82561.000,13964,1,TH,1,100,16340
1575568025.796296,82676.000,13982,1,TH,1,100,16302
1575568025.931757,82790.000,14001,1,TH,1,100,16344
1575568026.058902,82897.000,14019,1,TH,1,100,16336
1575568026.189610,83007.000,14037,1,TH,1,100,16326
1575568026.328637,83124.000,14055,1,TH,1,100,16320
