RD,TS_received,TS_sent,AK,RoundTrip,
41207,41212,2019-12-19_11-50-56-655599,41216,5,
46315,46323,2019-12-19_11-51-02-740025,46326,8,
51423,51587,2019-12-19_11-51-08-821731,51590,164,
56531,56629,2019-12-19_11-51-14-986321,56632,98,
61639,61734,2019-12-19_11-51-21-035197,61737,95,
66747,66758,2019-12-19_11-51-27-028485,66762,11,
71855,71861,2019-12-19_11-51-33-100184,71865,6,
76963,76971,2019-12-19_11-51-39-169522,76974,8,
82071,82078,2019-12-19_11-51-45-248277,82081,7,
87179,87186,2019-12-19_11-51-51-308261,87189,7,
92287,92293,2019-12-19_11-51-57-350576,92297,6,
97395,97400,2019-12-19_11-52-03-411034,97403,5,
102503,102510,2019-12-19_11-52-09-467252,102515,7,
107611,107617,2019-12-19_11-52-15-534147,107620,6,
112719,112726,2019-12-19_11-52-21-591200,112729,7,
117827,117833,2019-12-19_11-52-27-645453,117837,6,
122935,122943,2019-12-19_11-52-33-711208,122946,8,
128043,128050,2019-12-19_11-52-39-785370,128053,7,
133151,133318,2019-12-19_11-52-45-986493,133321,167,
138259,138433,2019-12-19_11-52-51-992472,138438,174,
143367,143531,2019-12-19_11-52-58-014873,143537,164,
148475,148483,2019-12-19_11-53-03-978455,148486,8,
153583,153590,2019-12-19_11-53-10-054089,153593,7,
158691,158698,2019-12-19_11-53-16-149660,158702,7,
163799,163809,2019-12-19_11-53-22-240570,163812,10,
168907,168996,2019-12-19_11-53-28-421082,168999,89,
174015,174021,2019-12-19_11-53-34-431354,174025,6,
179123,179128,2019-12-19_11-53-40-506978,179131,5,
184231,184238,2019-12-19_11-53-46-571527,184242,7,
189339,189345,2019-12-19_11-53-52-617777,189349,6,
194448,194457,2019-12-19_11-53-58-658365,194460,9,
199556,199563,2019-12-19_11-54-04-691716,199566,7,
204664,204672,2019-12-19_11-54-10-779655,204676,8,
209772,209873,2019-12-19_11-54-16-970031,209876,101,
214880,214946,2019-12-19_11-54-22-991041,214949,66,
219988,220068,2019-12-19_11-54-29-028838,220071,80,
