RD,TS_received,TS_sent,AK,RoundTrip,
623465,623473,2019-12-19_12-02-27-444881,623476,8,
628573,628581,2019-12-19_12-02-33-524512,628584,8,
633681,633689,2019-12-19_12-02-39-571100,633692,8,
638789,638795,2019-12-19_12-02-45-672912,638799,6,
643897,643904,2019-12-19_12-02-51-697830,643909,7,
649005,649012,2019-12-19_12-02-57-755422,649016,7,
654113,654281,2019-12-19_12-03-04-001573,654284,168,
659221,659386,2019-12-19_12-03-10-060910,659389,165,
664329,664493,2019-12-19_12-03-16-024500,664496,164,
669437,669480,2019-12-19_12-03-22-003663,669492,43,
674545,674616,2019-12-19_12-03-28-105838,674619,71,
679653,679662,2019-12-19_12-03-34-059660,679665,9,
684761,684770,2019-12-19_12-03-40-112818,684773,9,
689869,689877,2019-12-19_12-03-46-185374,689880,8,
694977,694983,2019-12-19_12-03-52-241728,694986,6,
700085,700107,2019-12-19_12-03-58-320202,700111,22,
705193,705202,2019-12-19_12-04-04-395148,705203,9,
710301,710308,2019-12-19_12-04-10-458431,710311,7,
715409,715416,2019-12-19_12-04-16-533301,715446,7,
720517,720524,2019-12-19_12-04-22-591796,720527,7,
725625,725634,2019-12-19_12-04-28-631621,725639,9,
730733,730748,2019-12-19_12-04-34-715029,730752,15,
735841,735852,2019-12-19_12-04-40-774014,735856,11,
740949,741047,2019-12-19_12-04-46-929846,741050,98,
746057,746226,2019-12-19_12-04-53-066922,746230,169,
751165,751246,2019-12-19_12-04-58-986619,751249,81,
756273,756281,2019-12-19_12-05-05-000165,756284,8,
761381,761394,2019-12-19_12-05-11-086005,761395,13,
766489,766497,2019-12-19_12-05-17-144275,766500,8,
771597,771605,2019-12-19_12-05-23-177102,771609,8,
776705,776712,2019-12-19_12-05-29-262914,776716,7,
781813,781819,2019-12-19_12-05-35-303330,781823,6,
786921,786926,2019-12-19_12-05-41-345346,786929,5,
792960,792971,2019-12-19_12-05-48-515057,792976,11,
798280,798291,2019-12-19_12-05-54-728447,798295,11,
803414,803572,2019-12-19_12-06-00-972640,803576,158,
808522,808576,2019-12-19_12-06-06-988820,808579,54,
813630,813635,2019-12-19_12-06-13-010779,813638,5,
818738,818785,2019-12-19_12-06-19-084030,818788,47,
823846,823854,2019-12-19_12-06-25-115004,823857,8,
828954,828962,2019-12-19_12-06-31-151543,828966,8,
834062,834069,2019-12-19_12-06-37-205748,834073,7,
839170,839178,2019-12-19_12-06-43-282877,839181,8,
844278,844285,2019-12-19_12-06-49-332254,844289,7,
849386,849395,2019-12-19_12-06-55-420507,849400,9,
854494,854500,2019-12-19_12-07-01-473832,854504,6,
859602,859610,2019-12-19_12-07-07-509650,859613,8,
864710,864717,2019-12-19_12-07-13-587538,864720,7,
869818,869826,2019-12-19_12-07-19-611566,869829,8,
874926,874934,2019-12-19_12-07-25-659397,874937,8,
880034,880040,2019-12-19_12-07-31-748903,880045,6,
885142,885304,2019-12-19_12-07-37-974854,885307,162,
890250,890410,2019-12-19_12-07-44-032859,890413,160,
896346,896352,2019-12-19_12-07-51-128463,896357,6,
901482,901490,2019-12-19_12-07-57-223467,901494,8,
906590,906595,2019-12-19_12-08-03-301548,906598,5,
911698,911706,2019-12-19_12-08-09-334468,911709,8,
916806,916813,2019-12-19_12-08-15-420171,916817,7,
921914,921926,2019-12-19_12-08-21-479689,921929,12,
927022,927029,2019-12-19_12-08-27-525508,927032,7,
932130,932137,2019-12-19_12-08-33-571394,932140,7,
937238,937245,2019-12-19_12-08-39-668576,937248,7,
942346,942352,2019-12-19_12-08-45-707688,942358,6,
947454,947462,2019-12-19_12-08-51-768058,947465,8,
952562,952722,2019-12-19_12-08-57-987098,952725,160,
957670,957677,2019-12-19_12-09-03-918902,957681,7,
962778,962785,2019-12-19_12-09-09-975771,962789,7,
967886,967894,2019-12-19_12-09-16-005394,967898,8,
972994,973000,2019-12-19_12-09-22-056292,973005,6,
978102,978108,2019-12-19_12-09-28-151469,978111,6,
983210,983217,2019-12-19_12-09-34-213394,983222,7,
988318,988325,2019-12-19_12-09-40-282747,988328,7,
993426,993433,2019-12-19_12-09-46-324303,993438,7,
998534,998542,2019-12-19_12-09-52-403302,998545,8,
1003642,1003649,2019-12-19_12-09-58-466698,1003652,7,
1008750,1008757,2019-12-19_12-10-04-492727,1008761,7,
1013858,1013863,2019-12-19_12-10-10-550244,1013866,5,
1018966,1018974,2019-12-19_12-10-16-607042,1018977,8,
1024074,1024080,2019-12-19_12-10-22-681513,1024084,6,
1029182,1029429,2019-12-19_12-10-28-761492,1029432,247,
1034290,1034464,2019-12-19_12-10-35-027945,1034468,174,
1039398,1039559,2019-12-19_12-10-41-063278,1039563,161,
1044506,1044581,2019-12-19_12-10-47-006626,1044584,75,
1049614,1049676,2019-12-19_12-10-53-073034,1049679,62,
1054722,1054734,2019-12-19_12-10-59-028030,1054737,12,
1059830,1059875,2019-12-19_12-11-05-151594,1059878,45,
1064938,1064952,2019-12-19_12-11-11-146657,1064958,14,
1070046,1070052,2019-12-19_12-11-17-189268,1070055,6,
1075154,1075161,2019-12-19_12-11-23-279068,1075164,7,
1080262,1080269,2019-12-19_12-11-29-338139,1080273,7,
1085370,1085376,2019-12-19_12-11-35-441471,1085379,6,
1090478,1090483,2019-12-19_12-11-41-493604,1090486,5,
1095586,1095592,2019-12-19_12-11-47-570060,1095597,6,
1100694,1100701,2019-12-19_12-11-53-619536,1100705,7,
1105802,1105813,2019-12-19_12-11-59-669819,1105817,11,
1110910,1110916,2019-12-19_12-12-05-745022,1110921,6,
1116018,1116266,2019-12-19_12-12-12-039768,1116269,248,
1121126,1121288,2019-12-19_12-12-17-980240,1121291,162,
1126234,1126252,2019-12-19_12-12-23-938795,1126255,18,
1131342,1131350,2019-12-19_12-12-29-964502,1131355,8,
1136450,1136457,2019-12-19_12-12-36-021123,1136463,7,
