EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1576771341.546609,618452.000,42315,5,PR,1,100,169753
1576771341.546609,618452.000,42315,5,PR,1,100,169778
1576771341.546609,618452.000,42315,5,PR,1,100,169837
1576771341.546609,618452.000,42315,5,PR,1,100,169896
1576771341.546609,618452.000,42315,5,PR,1,100,169987
1576771341.588123,618487.000,42334,3,PR,1,100,170044
1576771341.629637,618522.000,42334,3,PR,1,100,170167
1576771341.671152,618557.000,42334,3,PR,1,100,170240
1576771341.708317,618588.333,42352,3,PR,1,100,170367
1576771341.745482,618619.667,42352,3,PR,1,100,170440
1576771341.782647,618651.000,42352,3,PR,1,100,170528
1576771341.820208,618682.667,42370,3,PR,1,100,170595
1576771341.857769,618714.333,42370,3,PR,1,100,170732
1576771341.895329,618746.000,42370,3,PR,1,100,170681
1576771341.940402,618784.000,42386,3,PR,1,100,170615
1576771341.985475,618822.000,42386,3,PR,1,100,170582
1576771342.030547,618860.000,42386,3,PR,1,100,170508
1576771342.072062,618895.000,42404,2,PR,1,100,170485
1576771342.113576,618930.000,42404,2,PR,1,100,170481
1576771342.154695,618964.667,42422,3,PR,1,100,170441
1576771342.195814,618999.333,42422,3,PR,1,100,170372
1576771342.236933,619034.000,42422,3,PR,1,100,170357
1576771342.275778,619066.750,42440,4,PR,1,100,170251
1576771342.314624,619099.500,42440,4,PR,1,100,170167
1576771342.353469,619132.250,42440,4,PR,1,100,169970
1576771342.392315,619165.000,42440,4,PR,1,100,169792
1576771342.430271,619197.000,42458,3,PR,1,100,169046
1576771342.468227,619229.000,42458,3,PR,1,100,169167
1576771342.506183,619261.000,42458,3,PR,1,100,169123
1576771342.546906,619295.333,42477,3,PR,1,100,169288
1576771342.587630,619329.667,42477,3,PR,1,100,169370
1576771342.628353,619364.000,42477,3,PR,1,100,169368
1576771342.669472,619398.667,42495,3,PR,1,100,169305
1576771342.710591,619433.333,42495,3,PR,1,100,169278
1576771342.751710,619468.000,42495,3,PR,1,100,169323
1576771342.793224,619503.000,42512,2,PR,1,100,169362
1576771342.834739,619538.000,42512,2,PR,1,100,169403
1576771342.875067,619572.000,42530,3,PR,1,100,169380
1576771342.915395,619606.000,42530,3,PR,1,100,169315
1576771342.955723,619640.000,42530,3,PR,1,100,169243
1576771342.993679,619672.000,42548,4,PR,1,100,169182
1576771343.031635,619704.000,42548,4,PR,1,100,169040
1576771343.069591,619736.000,42548,4,PR,1,100,168598
1576771343.107547,619768.000,42548,4,PR,1,100,168700
1576771343.147084,619801.333,42564,3,PR,1,100,168817
1576771343.186622,619834.667,42564,3,PR,1,100,168975
1576771343.226159,619868.000,42564,3,PR,1,100,169026
1576771343.266883,619902.333,42582,3,PR,1,100,169182
1576771343.307606,619936.667,42582,3,PR,1,100,169227
1576771343.348330,619971.000,42582,3,PR,1,100,169132
1576771343.389054,620005.333,42600,3,PR,1,100,169102
1576771343.429777,620039.667,42600,3,PR,1,100,169191
1576771343.470501,620074.000,42600,3,PR,1,100,169218
1576771343.512015,620109.000,42619,2,PR,1,100,169199
1576771343.553529,620144.000,42619,2,PR,1,100,169165
1576771343.592078,620176.500,42637,4,PR,1,100,169102
1576771343.630627,620209.000,42637,4,PR,1,100,169010
1576771343.669176,620241.500,42637,4,PR,1,100,168990
1576771343.707725,620274.000,42637,4,PR,1,100,168433
1576771343.746472,620306.667,42655,3,PR,1,100,168845
1576771343.785219,620339.333,42655,3,PR,1,100,168756
1576771343.823965,620372.000,42655,3,PR,1,100,169113
1576771343.870224,620411.000,42673,2,PR,1,100,169304
1576771343.916483,620450.000,42673,2,PR,1,100,169483
1576771343.953648,620481.333,42690,3,PR,1,100,169684
1576771343.990813,620512.667,42690,3,PR,1,100,169796
1576771344.027979,620544.000,42690,3,PR,1,100,169776
1576771344.072656,620581.667,42708,3,PR,1,100,169733
1576771344.117333,620619.333,42708,3,PR,1,100,169763
1576771344.162010,620657.000,42708,3,PR,1,100,169847
1576771344.200362,620689.333,42724,3,PR,1,100,169916
1576771344.238713,620721.667,42724,3,PR,1,100,169971
1576771344.277064,620754.000,42724,3,PR,1,100,170083
1576771344.315416,620786.333,42742,3,PR,1,100,170113
1576771344.353767,620818.667,42742,3,PR,1,100,170199
1576771344.392118,620851.000,42742,3,PR,1,100,170260
1576771344.432051,620884.667,42761,3,PR,1,100,170305
