EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1576770650.639176,36140.000,5807,1,TH,1,100,16204
1576770650.773273,36253.000,5825,1,TH,1,100,16196
1576770650.912117,36370.000,5843,1,TH,1,100,16228
1576770651.048586,36485.000,5861,1,TH,1,100,16210
1576770651.186243,36601.000,5879,1,TH,1,100,16200
1576770651.314406,36709.000,5897,1,TH,1,100,16174
1576770651.442569,36817.000,5933,1,TH,1,100,16182
1576770651.579040,36932.000,5950,1,TH,1,100,16208
1576770651.714323,37046.000,5967,1,TH,1,100,16216
1576770651.848420,37159.000,5985,1,TH,1,100,16162
1576770651.975396,37266.000,6003,1,TH,1,100,16178
1576770652.105933,37376.000,6021,1,TH,1,100,16192
1576770652.240029,37489.000,6039,1,TH,1,100,16222
1576770652.378873,37606.000,6057,1,TH,1,100,16202
1576770652.512969,37719.000,6076,1,TH,1,100,16192
1576770652.635199,37822.000,6094,1,TH,1,100,16176
1576770652.772856,37938.000,6129,1,TH,1,100,16186
1576770652.911700,38055.000,6146,1,TH,1,100,16224
1576770653.045796,38168.000,6163,1,TH,1,100,16158
1576770653.171586,38274.000,6181,1,TH,1,100,16154
1576770653.300936,38383.000,6199,1,TH,1,100,16198
1576770653.435032,38496.000,6218,1,TH,1,100,16216
1576770653.571502,38611.000,6236,1,TH,1,100,16200
1576770653.706786,38725.000,6254,1,TH,1,100,16198
1576770653.836136,38834.000,6289,1,TH,1,100,16142
1576770653.964299,38942.000,6307,1,TH,1,100,16208
1576770654.092462,39050.000,6324,1,TH,1,100,16216
1576770654.225372,39162.000,6342,1,TH,1,100,16222
1576770654.360656,39276.000,6360,1,TH,1,100,16208
1576770654.504246,39397.000,6378,1,TH,1,100,16190
1576770654.634782,39507.000,6396,1,TH,1,100,16220
1576770654.768879,39620.000,6414,1,TH,1,100,16206
1576770654.895855,39727.000,6432,1,TH,1,100,16198
1576770655.027579,39838.000,6450,1,TH,1,100,16202
1576770655.165236,39954.000,6485,1,TH,1,100,16164
1576770655.304079,40071.000,6502,1,TH,1,100,16220
1576770655.431055,40178.000,6520,1,TH,1,100,16220
1576770655.559219,40286.000,6538,1,TH,1,100,16204
1576770655.692128,40398.000,6556,1,TH,1,100,16176
1576770655.826225,40511.000,6574,1,TH,1,100,16214
1576770655.965069,40628.000,6592,1,TH,1,100,16214
1576770656.092045,40735.000,6610,1,TH,1,100,16204
1576770656.216648,40840.000,6628,1,TH,1,100,16204
1576770656.355492,40957.000,6664,1,TH,1,100,16200
1576770656.494335,41074.000,6681,1,TH,1,100,16202
1576770656.623685,41183.000,6701,2,TH,1,100,16226
1576770656.753035,41292.000,6701,2,TH,1,100,16216
1576770656.888318,41406.000,6719,1,TH,1,100,16232
1576770657.022415,41519.000,6756,1,TH,1,100,16184
1576770657.160072,41635.000,6774,1,TH,1,100,16208
1576770657.288235,41743.000,6791,1,TH,1,100,16224
1576770657.414025,41849.000,6809,1,TH,1,100,16158
1576770657.550495,41964.000,6827,1,TH,1,100,16134
1576770657.689338,42081.000,6845,1,TH,1,100,16112
1576770657.825808,42196.000,6863,1,TH,1,100,16138
1576770657.961092,42310.000,6881,1,TH,1,100,16114
1576770658.096375,42424.000,6899,1,TH,1,100,16104
1576770658.229285,42536.000,6934,1,TH,1,100,16080
1576770658.356261,42643.000,6953,1,TH,1,100,16122
1576770658.486798,42753.000,6970,1,TH,1,100,16130
1576770658.620895,42866.000,6987,1,TH,1,100,16136
1576770658.754991,42979.000,7005,1,TH,1,100,16086
1576770658.893835,43096.000,7023,1,TH,1,100,16164
1576770659.018438,43201.000,7041,1,TH,1,100,16182
