EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1576770650.708005,36198.000,5804,3,EL,1,100,0.108402
1576770650.708005,36198.000,5804,3,EL,1,100,0.107798
1576770650.708005,36198.000,5804,3,EL,1,100,0.107153
1576770650.773273,36253.000,5822,1,EL,1,100,0.107113
1576770650.842695,36311.500,5840,2,EL,1,100,0.106992
1576770650.912117,36370.000,5840,2,EL,1,100,0.107113
1576770650.980351,36427.500,5858,2,EL,1,100,0.107274
1576770651.048586,36485.000,5858,2,EL,1,100,0.106831
1576770651.117415,36543.000,5876,2,EL,1,100,0.106468
1576770651.186243,36601.000,5876,2,EL,1,100,0.107073
1576770651.250325,36655.000,5894,1,EL,1,100,0.106187
1576770651.313813,36708.500,5913,2,EL,1,100,0.106549
1576770651.377301,36762.000,5913,2,EL,1,100,0.106307
1576770651.443756,36818.000,5930,2,EL,1,100,0.106146
1576770651.510211,36874.000,5930,2,EL,1,100,0.106307
1576770651.577853,36931.000,5948,2,EL,1,100,0.106227
1576770651.645495,36988.000,5948,2,EL,1,100,0.105784
1576770651.714916,37046.500,5964,2,EL,1,100,0.105985
1576770651.784338,37105.000,5964,2,EL,1,100,0.105945
1576770651.848420,37159.000,5982,2,EL,1,100,0.105905
1576770651.912501,37213.000,5982,2,EL,1,100,0.106146
1576770651.975396,37266.000,6000,1,EL,1,100,0.105663
1576770652.040664,37321.000,6018,2,EL,1,100,0.105582
1576770652.105933,37376.000,6018,2,EL,1,100,0.106589
1576770652.172981,37432.500,6036,2,EL,1,100,0.105743
1576770652.240029,37489.000,6036,2,EL,1,100,0.105018
1576770652.309451,37547.500,6054,2,EL,1,100,0.106066
1576770652.378873,37606.000,6054,2,EL,1,100,0.105945
1576770652.446515,37663.000,6073,1,EL,1,100,0.105179
1576770652.510003,37716.500,6091,2,EL,1,100,0.105985
1576770652.573491,37770.000,6091,2,EL,1,100,0.105461
1576770652.639946,37826.000,6109,2,EL,1,100,0.105703
1576770652.706401,37882.000,6109,2,EL,1,100,0.105421
1576770652.773449,37938.500,6126,2,EL,1,100,0.105220
1576770652.840498,37995.000,6126,2,EL,1,100,0.105179
1576770652.909326,38053.000,6144,2,EL,1,100,0.105341
1576770652.978154,38111.000,6144,2,EL,1,100,0.105300
1576770653.044016,38166.500,6160,2,EL,1,100,0.105985
1576770653.109878,38222.000,6160,2,EL,1,100,0.105703
1576770653.171586,38274.000,6178,1,EL,1,100,0.105341
1576770653.236261,38328.500,6196,2,EL,1,100,0.105743
1576770653.300936,38383.000,6196,2,EL,1,100,0.104978
1576770653.367984,38439.500,6215,2,EL,1,100,0.105743
1576770653.435032,38496.000,6215,2,EL,1,100,0.106307
1576770653.503268,38553.500,6233,2,EL,1,100,0.106025
1576770653.571502,38611.000,6233,2,EL,1,100,0.105663
1576770653.639144,38668.000,6251,2,EL,1,100,0.105784
1576770653.706786,38725.000,6251,2,EL,1,100,0.106066
1576770653.767307,38776.000,6269,1,EL,1,100,0.106227
1576770653.835542,38833.500,6286,2,EL,1,100,0.106791
1576770653.903777,38891.000,6286,2,EL,1,100,0.106066
1576770653.966079,38943.500,6304,2,EL,1,100,0.105945
1576770654.028380,38996.000,6304,2,EL,1,100,0.105784
1576770654.092462,39050.000,6322,2,EL,1,100,0.106146
1576770654.156544,39104.000,6322,2,EL,1,100,0.106307
1576770654.225965,39162.500,6339,2,EL,1,100,0.106912
1576770654.295387,39221.000,6339,2,EL,1,100,0.106710
1576770654.360656,39276.000,6357,1,EL,1,100,0.106468
1576770654.432451,39336.500,6375,2,EL,1,100,0.105985
1576770654.504246,39397.000,6375,2,EL,1,100,0.106549
1576770654.569514,39452.000,6393,2,EL,1,100,0.106630
1576770654.634782,39507.000,6393,2,EL,1,100,0.106187
1576770654.701831,39563.500,6411,2,EL,1,100,0.106710
1576770654.768879,39620.000,6411,2,EL,1,100,0.107234
1576770654.832367,39673.500,6429,2,EL,1,100,0.107677
1576770654.895855,39727.000,6429,2,EL,1,100,0.106468
1576770654.961717,39782.500,6447,2,EL,1,100,0.107113
1576770655.027579,39838.000,6447,2,EL,1,100,0.106992
1576770655.097594,39897.000,6465,1,EL,1,100,0.106831
1576770655.165236,39954.000,6482,2,EL,1,100,0.107314
1576770655.232877,40011.000,6482,2,EL,1,100,0.106952
1576770655.301705,40069.000,6500,2,EL,1,100,0.106791
1576770655.370534,40127.000,6500,2,EL,1,100,0.107314
1576770655.432835,40179.500,6517,2,EL,1,100,0.107355
1576770655.495137,40232.000,6517,2,EL,1,100,0.107959
1576770655.559219,40286.000,6535,2,EL,1,100,0.107838
1576770655.623300,40340.000,6535,2,EL,1,100,0.108160
1576770655.692128,40398.000,6553,1,EL,1,100,0.107999
1576770655.759177,40454.500,6571,2,EL,1,100,0.108281
1576770655.826225,40511.000,6571,2,EL,1,100,0.107838
1576770655.895647,40569.500,6589,2,EL,1,100,0.108362
1576770655.965069,40628.000,6589,2,EL,1,100,0.107878
1576770656.028557,40681.500,6607,2,EL,1,100,0.108080
1576770656.092045,40735.000,6607,2,EL,1,100,0.108362
1576770656.154347,40787.500,6625,2,EL,1,100,0.108563
1576770656.216648,40840.000,6625,2,EL,1,100,0.108442
1576770656.287850,40900.000,6643,1,EL,1,100,0.108604
1576770656.355492,40957.000,6661,2,EL,1,100,0.108926
1576770656.423133,41014.000,6661,2,EL,1,100,0.108201
1576770656.492555,41072.500,6679,2,EL,1,100,0.109087
1576770656.561977,41131.000,6679,2,EL,1,100,0.108604
1576770656.625663,41184.667,6698,3,EL,1,100,0.108885
