EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1576770650.677150,36172.000,5800,6,PI,1,100,172448
1576770650.677150,36172.000,5800,6,PI,1,100,172644
1576770650.677150,36172.000,5800,6,PI,1,100,172711
1576770650.677150,36172.000,5800,6,PI,1,100,172790
1576770650.677150,36172.000,5800,6,PI,1,100,172867
1576770650.677150,36172.000,5800,6,PI,1,100,172947
1576770650.718289,36206.667,5818,3,PI,1,100,173027
1576770650.759428,36241.333,5818,3,PI,1,100,173090
1576770650.800567,36276.000,5818,3,PI,1,100,173191
1576770650.845266,36313.667,5836,3,PI,1,100,173242
1576770650.889965,36351.333,5836,3,PI,1,100,173138
1576770650.934664,36389.000,5836,3,PI,1,100,173007
1576770650.971847,36420.333,5854,3,PI,1,100,173003
1576770651.009030,36451.667,5854,3,PI,1,100,173033
1576770651.046213,36483.000,5854,3,PI,1,100,173042
1576770651.087748,36518.000,5872,3,PI,1,100,173090
1576770651.129282,36553.000,5872,3,PI,1,100,173172
1576770651.170816,36588.000,5872,3,PI,1,100,173227
1576770651.209186,36620.333,5890,3,PI,1,100,173247
1576770651.247556,36652.667,5890,3,PI,1,100,173289
1576770651.285926,36685.000,5890,3,PI,1,100,173326
1576770651.324691,36717.667,5909,3,PI,1,100,173412
1576770651.363456,36750.333,5909,3,PI,1,100,173499
1576770651.402222,36783.000,5909,3,PI,1,100,173544
1576770651.441383,36816.000,5926,3,PI,1,100,173612
1576770651.480544,36849.000,5926,3,PI,1,100,173677
1576770651.519705,36882.000,5926,3,PI,1,100,173757
1576770651.560844,36916.667,5944,3,PI,1,100,173826
1576770651.601982,36951.333,5944,3,PI,1,100,173848
1576770651.643121,36986.000,5944,3,PI,1,100,173685
1576770651.684260,37020.667,5960,3,PI,1,100,173553
1576770651.725399,37055.333,5960,3,PI,1,100,173576
1576770651.766538,37090.000,5960,3,PI,1,100,173638
1576770651.805699,37123.000,5978,3,PI,1,100,173662
1576770651.844860,37156.000,5978,3,PI,1,100,173644
1576770651.884021,37189.000,5978,3,PI,1,100,173660
1576770651.921995,37221.000,5996,3,PI,1,100,173668
1576770651.959969,37253.000,5996,3,PI,1,100,173728
1576770651.997943,37285.000,5996,3,PI,1,100,173808
1576770652.037104,37318.000,6014,3,PI,1,100,173876
1576770652.076265,37351.000,6014,3,PI,1,100,173863
1576770652.115426,37384.000,6014,3,PI,1,100,173911
1576770652.156170,37418.333,6032,3,PI,1,100,173938
1576770652.196913,37452.667,6032,3,PI,1,100,174000
1576770652.237656,37487.000,6032,3,PI,1,100,174063
1576770652.278795,37521.667,6050,3,PI,1,100,174116
1576770652.319934,37556.333,6050,3,PI,1,100,174168
1576770652.361073,37591.000,6050,3,PI,1,100,174183
1576770652.401420,37625.000,6069,3,PI,1,100,174041
1576770652.441768,37659.000,6069,3,PI,1,100,173865
1576770652.482116,37693.000,6069,3,PI,1,100,173826
1576770652.520090,37725.000,6087,3,PI,1,100,173872
1576770652.558064,37757.000,6087,3,PI,1,100,173916
1576770652.596038,37789.000,6087,3,PI,1,100,173933
1576770652.635199,37822.000,6105,3,PI,1,100,173977
1576770652.674360,37855.000,6105,3,PI,1,100,173996
1576770652.713521,37888.000,6105,3,PI,1,100,174007
1576770652.758220,37925.667,6122,3,PI,1,100,174051
1576770652.802919,37963.333,6122,3,PI,1,100,174086
1576770652.847618,38001.000,6122,3,PI,1,100,174135
1576770652.889152,38036.000,6140,3,PI,1,100,174168
1576770652.930686,38071.000,6140,3,PI,1,100,174230
1576770652.972221,38106.000,6140,3,PI,1,100,174286
1576770653.009008,38137.000,6156,3,PI,1,100,174309
1576770653.045796,38168.000,6156,3,PI,1,100,174349
1576770653.082584,38199.000,6156,3,PI,1,100,174445
