EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1576770656.658099,41212.000,6692,1,TL,1,100,2019-12-19_11-50-56-655599
1576770656.991561,41493.000,6730,1,TL,1,100,2019-12-19_11-50-56-983203
1576770662.723303,46323.000,7588,1,TL,1,100,2019-12-19_11-51-02-740025
1576770663.024724,46577.000,7624,1,TL,1,100,2019-12-19_11-51-03-014193
1576770668.970072,51587.000,8503,1,TL,1,100,2019-12-19_11-51-08-821731
1576770668.980752,51596.000,8505,1,TL,1,100,2019-12-19_11-51-09-009311
1576770674.953394,56629.000,9345,1,TL,1,100,2019-12-19_11-51-14-986321
1576770675.036462,56699.000,9365,1,TL,1,100,2019-12-19_11-51-15-039949
1576770681.011477,61734.000,10241,1,TL,1,100,2019-12-19_11-51-21-035197
1576770681.094546,61804.000,10261,1,TL,1,100,2019-12-19_11-51-21-090326
1576770686.973439,66758.000,11137,1,TL,1,100,2019-12-19_11-51-27-028485
1576770687.155004,66911.000,11157,1,TL,1,100,2019-12-19_11-51-27-192670
1576770693.029149,71861.000,12033,1,TL,1,100,2019-12-19_11-51-33-100184
1576770693.222581,72024.000,12053,1,TL,1,100,2019-12-19_11-51-33-265500
1576770699.093167,76971.000,12931,1,TL,1,100,2019-12-19_11-51-39-169522
1576770699.286598,77134.000,12952,1,TL,1,100,2019-12-19_11-51-39-331752
1576770705.153624,82078.000,13827,1,TL,1,100,2019-12-19_11-51-45-248277
1576770705.345869,82240.000,13848,1,TL,1,100,2019-12-19_11-51-45-407571
1576770711.215268,87186.000,14723,1,TL,1,100,2019-12-19_11-51-51-308261
1576770711.414633,87354.000,14744,1,TL,1,100,2019-12-19_11-51-51-468640
1576770717.275725,92293.000,15620,1,TL,1,100,2019-12-19_11-51-57-350576
1576770717.457290,92446.000,15640,1,TL,1,100,2019-12-19_11-51-57-508434
1576770723.336182,97400.000,16516,1,TL,1,100,2019-12-19_11-52-03-411034
1576770723.529614,97563.000,16536,1,TL,1,100,2019-12-19_11-52-03-581165
1576770729.400200,102510.000,17412,1,TL,1,100,2019-12-19_11-52-09-467252
1576770729.593631,102673.000,17432,1,TL,1,100,2019-12-19_11-52-09-629421
1576770735.460657,107617.000,18308,1,TL,1,100,2019-12-19_11-52-15-534147
1576770735.654088,107780.000,18328,1,TL,1,100,2019-12-19_11-52-15-696723
1576770741.523488,112726.000,19204,1,TL,1,100,2019-12-19_11-52-21-591200
1576770741.706239,112880.000,19224,1,TL,1,100,2019-12-19_11-52-21-746144
1576770747.583945,117833.000,20100,1,TL,1,100,2019-12-19_11-52-27-645453
1576770747.772629,117992.000,20120,1,TL,1,100,2019-12-19_11-52-27-804918
1576770753.647962,122943.000,20997,1,TL,1,100,2019-12-19_11-52-33-711208
1576770753.990917,123232.000,21035,1,TL,1,100,2019-12-19_11-52-34-068322
1576770759.708419,128050.000,21893,1,TL,1,100,2019-12-19_11-52-39-785370
1576770759.925585,128233.000,21913,1,TL,1,100,2019-12-19_11-52-39-993074
1576770765.959934,133318.000,22808,1,TL,1,100,2019-12-19_11-52-45-986493
1576770765.967055,133324.000,22810,1,TL,1,100,2019-12-19_11-52-45-995727
1576770772.029885,138433.000,23704,1,TL,1,100,2019-12-19_11-52-51-992472
1576770772.039379,138441.000,23706,1,TL,1,100,2019-12-19_11-52-52-038147
1576770778.079662,143531.000,24598,1,TL,1,100,2019-12-19_11-52-58-014873
1576770778.090343,143540.000,24600,1,TL,1,100,2019-12-19_11-52-58-075424
1576770783.956182,148483.000,25477,1,TL,1,100,2019-12-19_11-53-03-978455
1576770784.144866,148642.000,25497,1,TL,1,100,2019-12-19_11-53-04-132765
1576770790.016639,153590.000,26373,1,TL,1,100,2019-12-19_11-53-10-054089
1576770790.219564,153761.000,26393,1,TL,1,100,2019-12-19_11-53-10-269562
1576770796.078283,158698.000,27269,1,TL,1,100,2019-12-19_11-53-16-149660
1576770796.270528,158860.000,27290,1,TL,1,100,2019-12-19_11-53-16-319511
1576770802.143487,163809.000,28166,1,TL,1,100,2019-12-19_11-53-22-240570
1576770802.327425,163964.000,28187,1,TL,1,100,2019-12-19_11-53-22-405877
1576770808.298880,168996.000,29065,1,TL,1,100,2019-12-19_11-53-28-421082
1576770808.389069,169072.000,29085,1,TL,1,100,2019-12-19_11-53-28-486790
1576770814.262028,174021.000,29961,1,TL,1,100,2019-12-19_11-53-34-431354
1576770814.461393,174189.000,29981,1,TL,1,100,2019-12-19_11-53-34-590155
1576770820.322485,179128.000,30857,1,TL,1,100,2019-12-19_11-53-40-506978
1576770820.513543,179289.000,30877,1,TL,1,100,2019-12-19_11-53-40-676131
1576770826.386502,184238.000,31753,1,TL,1,100,2019-12-19_11-53-46-571527
1576770826.584681,184405.000,31773,1,TL,1,100,2019-12-19_11-53-46-726694
1576770832.446959,189345.000,32649,1,TL,1,100,2019-12-19_11-53-52-617777
1576770832.640391,189508.000,32669,1,TL,1,100,2019-12-19_11-53-52-784899
1576770838.513350,194457.000,33545,1,TL,1,100,2019-12-19_11-53-58-658365
1576770838.923947,194803.000,33601,1,TL,1,100,2019-12-19_11-53-58-815862
1576770844.572621,199563.000,34441,1,TL,1,100,2019-12-19_11-54-04-691716
1576770844.898962,199838.000,34478,1,TL,1,100,2019-12-19_11-54-04-994519
1576770850.635451,204672.000,35337,1,TL,1,100,2019-12-19_11-54-10-779655
1576770850.927379,204918.000,35375,1,TL,1,100,2019-12-19_11-54-11-011302
1576770856.807458,209873.000,36235,1,TL,1,100,2019-12-19_11-54-16-970031
1576770856.888154,209941.000,36255,1,TL,1,100,2019-12-19_11-54-17-024250
1576770862.827568,214946.000,37131,1,TL,1,100,2019-12-19_11-54-22-991041
1576770862.956918,215055.000,37151,1,TL,1,100,2019-12-19_11-54-23-103434
1576770868.905825,220068.000,38025,1,TL,1,100,2019-12-19_11-54-29-028838
1576770869.009068,220155.000,38045,1,TL,1,100,2019-12-19_11-54-29-104149
1576770874.960349,225170.000,38921,1,TL,1,100,2019-12-19_11-54-35-065130
1576770875.065965,225259.000,38941,1,TL,1,100,2019-12-19_11-54-35-151454
1576770881.128796,230368.000,39836,1,TL,1,100,2019-12-19_11-54-41-226626
1576770887.002942,235318.000,40712,1,TL,1,100,2019-12-19_11-54-47-134825
1576770887.199933,235484.000,40733,1,TL,1,100,2019-12-19_11-54-47-329703
1576770893.066959,240428.000,41608,1,TL,1,100,2019-12-19_11-54-53-200920
1576770893.252084,240584.000,41629,1,TL,1,100,2019-12-19_11-54-53-360655
1576770899.130976,245538.000,42504,1,TL,1,100,2019-12-19_11-54-59-246995
1576770899.314914,245693.000,42525,1,TL,1,100,2019-12-19_11-54-59-410123
1576770905.189060,250643.000,43401,1,TL,1,100,2019-12-19_11-55-05-340414
1576770905.386052,250809.000,43421,1,TL,1,100,2019-12-19_11-55-05-508938
1576770911.250704,255751.000,44297,1,TL,1,100,2019-12-19_11-55-11-413923
1576770911.441762,255912.000,44317,1,TL,1,100,2019-12-19_11-55-11-577948
1576770917.311161,260858.000,45193,1,TL,1,100,2019-12-19_11-55-17-451676
1576770917.506966,261023.000,45213,1,TL,1,100,2019-12-19_11-55-17-611299
1576770923.372805,265966.000,46089,1,TL,1,100,2019-12-19_11-55-23-497444
1576770923.557930,266122.000,46109,1,TL,1,100,2019-12-19_11-55-23-652311
1576770929.434449,271074.000,46985,1,TL,1,100,2019-12-19_11-55-29-599017
1576770929.631441,271240.000,47005,1,TL,1,100,2019-12-19_11-55-29-766948
1576770935.497280,276183.000,47881,1,TL,1,100,2019-12-19_11-55-35-635542
1576770935.694271,276349.000,47901,1,TL,1,100,2019-12-19_11-55-35-805195
1576770941.560110,281292.000,48777,1,TL,1,100,2019-12-19_11-55-41-682818
1576770941.852037,281538.000,48815,1,TL,1,100,2019-12-19_11-55-41-970947
1576770947.619381,286398.000,49673,1,TL,1,100,2019-12-19_11-55-47-743920
1576770947.911308,286644.000,49710,1,TL,1,100,2019-12-19_11-55-48-010910
1576770953.682211,291507.000,50568,1,TL,1,100,2019-12-19_11-55-53-787173
1576770953.888696,291681.000,50588,1,TL,1,100,2019-12-19_11-55-53-994323
1576770959.942034,296782.000,51449,1,TL,1,100,2019-12-19_11-55-59-966132
1576770959.951527,296790.000,51451,1,TL,1,100,2019-12-19_11-56-00-011729
1576770965.917049,301817.000,52327,1,TL,1,100,2019-12-19_11-56-06-004686
1576770965.996557,301884.000,52347,1,TL,1,100,2019-12-19_11-56-06-068836
1576770971.901557,306860.000,53223,1,TL,1,100,2019-12-19_11-56-11-986101
1576770972.153137,307072.000,53262,1,TL,1,100,2019-12-19_11-56-12-202883
1576770977.929974,311940.000,54121,1,TL,1,100,2019-12-19_11-56-18-027458
1576770978.123405,312103.000,54141,1,TL,1,100,2019-12-19_11-56-18-188637
1576770983.992804,317049.000,55017,1,TL,1,100,2019-12-19_11-56-24-116844
1576770984.194543,317219.000,55038,1,TL,1,100,2019-12-19_11-56-24-280515
1576770990.055635,322158.000,55913,1,TL,1,100,2019-12-19_11-56-30-175549
1576770990.249067,322321.000,55934,1,TL,1,100,2019-12-19_11-56-30-329929
1576770996.116092,327265.000,56809,1,TL,1,100,2019-12-19_11-56-36-238992
1576770996.313084,327431.000,56830,1,TL,1,100,2019-12-19_11-56-36-399416
1576771002.177736,332373.000,57704,1,TL,1,100,2019-12-19_11-56-42-257458
1576771002.367608,332533.000,57724,1,TL,1,100,2019-12-19_11-56-42-413257
1576771008.237007,337479.000,58601,1,TL,1,100,2019-12-19_11-56-48-321855
1576771008.424505,337637.000,58621,1,TL,1,100,2019-12-19_11-56-48-475891
1576771014.308144,342595.000,59497,1,TL,1,100,2019-12-19_11-56-54-388897
1576771014.493269,342751.000,59517,1,TL,1,100,2019-12-19_11-56-54-541965
1576771020.360295,347695.000,60393,1,TL,1,100,2019-12-19_11-57-00-418000
1576771020.558473,347862.000,60413,1,TL,1,100,2019-12-19_11-57-00-578683
1576771026.424312,352805.000,61289,1,TL,1,100,2019-12-19_11-57-06-492750
1576771026.604690,352957.000,61309,1,TL,1,100,2019-12-19_11-57-06-646426
1576771032.491889,357918.000,62185,1,TL,1,100,2019-12-19_11-57-12-541573
1576771032.672267,358070.000,62205,1,TL,1,100,2019-12-19_11-57-12-707175
1576771038.547600,363021.000,63081,1,TL,1,100,2019-12-19_11-57-18-628278
1576771038.736284,363180.000,63101,1,TL,1,100,2019-12-19_11-57-18-798183
1576771044.606870,368127.000,63975,1,TL,1,100,2019-12-19_11-57-24-665687
1576771044.905918,368379.000,64012,1,TL,1,100,2019-12-19_11-57-24-963455
1576771050.668514,373235.000,64871,1,TL,1,100,2019-12-19_11-57-30-749629
1576771050.961628,373482.000,64907,1,TL,1,100,2019-12-19_11-57-31-005799
1576771056.955630,378533.000,247,1,TL,1,100,2019-12-19_11-57-36-961318
1576771056.962750,378539.000,249,1,TL,1,100,2019-12-19_11-57-36-991209
1576771062.981673,383611.000,1143,1,TL,1,100,2019-12-19_11-57-42-952486
1576771062.988794,383617.000,1145,1,TL,1,100,2019-12-19_11-57-42-998178
1576771069.039757,388716.000,2039,1,TL,1,100,2019-12-19_11-57-49-035809
1576771069.048064,388723.000,2041,1,TL,1,100,2019-12-19_11-57-49-057644
1576771074.915090,393667.000,2919,1,TL,1,100,2019-12-19_11-57-54-968334
1576771075.106148,393828.000,2939,1,TL,1,100,2019-12-19_11-57-55-136427
1576771080.993347,398789.000,3815,1,TL,1,100,2019-12-19_11-58-01-018118
1576771081.170165,398938.000,3835,1,TL,1,100,2019-12-19_11-58-01-159877
1576771087.038378,403883.000,4713,1,TL,1,100,2019-12-19_11-58-07-095195
1576771087.236556,404050.000,4734,1,TL,1,100,2019-12-19_11-58-07-255017
1576771093.101208,408992.000,5609,1,TL,1,100,2019-12-19_11-58-13-122694
1576771093.300573,409160.000,5630,1,TL,1,100,2019-12-19_11-58-13-284041
1576771099.160479,414098.000,6507,1,TL,1,100,2019-12-19_11-58-19-213780
1576771099.358657,414265.000,6528,1,TL,1,100,2019-12-19_11-58-19-385494
1576771105.224496,419208.000,7404,1,TL,1,100,2019-12-19_11-58-25-251032
1576771105.414367,419368.000,7424,1,TL,1,100,2019-12-19_11-58-25-420693
1576771111.284953,424315.000,8300,1,TL,1,100,2019-12-19_11-58-31-306110
1576771111.472451,424473.000,8320,1,TL,1,100,2019-12-19_11-58-31-464115
1576771117.346597,429423.000,9194,1,TL,1,100,2019-12-19_11-58-37-337250
1576771117.540029,429586.000,9214,1,TL,1,100,2019-12-19_11-58-37-499580
1576771123.409428,434532.000,10090,1,TL,1,100,2019-12-19_11-58-43-401506
1576771123.600486,434693.000,10110,1,TL,1,100,2019-12-19_11-58-43-556851
1576771129.469885,439639.000,10986,1,TL,1,100,2019-12-19_11-58-49-466885
1576771129.671623,439809.000,11006,1,TL,1,100,2019-12-19_11-58-49-635649
1576771135.536276,444751.000,11882,1,TL,1,100,2019-12-19_11-58-55-551828
1576771135.716654,444903.000,11902,1,TL,1,100,2019-12-19_11-58-55-718910
1576771141.594360,449856.000,12778,1,TL,1,100,2019-12-19_11-59-01-627931
1576771141.781858,450014.000,12798,1,TL,1,100,2019-12-19_11-59-01-781790
1576771147.656003,454964.000,13674,1,TL,1,100,2019-12-19_11-59-07-666383
1576771147.964545,455224.000,13712,1,TL,1,100,2019-12-19_11-59-07-983027
1576771153.718834,460073.000,14570,1,TL,1,100,2019-12-19_11-59-13-723326
1576771154.006015,460315.000,14607,1,TL,1,100,2019-12-19_11-59-13-996492
1576771159.779291,465180.000,15466,1,TL,1,100,2019-12-19_11-59-19-774689
1576771159.977470,465347.000,15486,1,TL,1,100,2019-12-19_11-59-19-973792
1576771166.030807,470448.000,16380,1,TL,1,100,2019-12-19_11-59-25-994265
1576771166.040300,470456.000,16382,1,TL,1,100,2019-12-19_11-59-26-004497
1576771172.003448,475481.000,17258,1,TL,1,100,2019-12-19_11-59-31-992904
1576771172.096011,475559.000,17278,1,TL,1,100,2019-12-19_11-59-32-056384
1576771178.009318,480542.000,18154,1,TL,1,100,2019-12-19_11-59-38-016650
1576771178.151721,480662.000,18174,1,TL,1,100,2019-12-19_11-59-38-132833
1576771184.040107,485624.000,19050,1,TL,1,100,2019-12-19_11-59-44-028703
1576771184.218112,485774.000,19070,1,TL,1,100,2019-12-19_11-59-44-181234
1576771190.087511,490720.000,19946,1,TL,1,100,2019-12-19_11-59-50-063507
