EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1576771341.546609,618452.000,42323,8,AX,1,100,-0.973
1576771341.546609,618452.000,42323,8,AX,1,100,-0.938
1576771341.546609,618452.000,42323,8,AX,1,100,-0.985
1576771341.546609,618452.000,42323,8,AX,1,100,-0.969
1576771341.546609,618452.000,42323,8,AX,1,100,-0.973
1576771341.546609,618452.000,42323,8,AX,1,100,-0.958
1576771341.546609,618452.000,42323,8,AX,1,100,-0.969
1576771341.546609,618452.000,42323,8,AX,1,100,-0.971
1576771341.588123,618487.000,42342,3,AX,1,100,-0.965
1576771341.629637,618522.000,42342,3,AX,1,100,-0.976
1576771341.671152,618557.000,42342,3,AX,1,100,-0.978
1576771341.708317,618588.333,42360,3,AX,1,100,-0.974
1576771341.745482,618619.667,42360,3,AX,1,100,-0.958
1576771341.782647,618651.000,42360,3,AX,1,100,-0.963
1576771341.820208,618682.667,42376,3,AX,1,100,-0.954
1576771341.857769,618714.333,42376,3,AX,1,100,-0.944
1576771341.895329,618746.000,42376,3,AX,1,100,-0.965
1576771341.940402,618784.000,42394,3,AX,1,100,-0.946
1576771341.985475,618822.000,42394,3,AX,1,100,-0.953
1576771342.030547,618860.000,42394,3,AX,1,100,-0.924
1576771342.071666,618894.667,42412,3,AX,1,100,-0.802
1576771342.112785,618929.333,42412,3,AX,1,100,-0.924
1576771342.153904,618964.000,42412,3,AX,1,100,-0.862
1576771342.195023,618998.667,42430,3,AX,1,100,-0.907
1576771342.236142,619033.333,42430,3,AX,1,100,-0.939
1576771342.277261,619068.000,42430,3,AX,1,100,-0.823
1576771342.315612,619100.333,42448,3,AX,1,100,-0.724
1576771342.353963,619132.667,42448,3,AX,1,100,-0.212
1576771342.392315,619165.000,42448,3,AX,1,100,-1.357
1576771342.430271,619197.000,42466,3,AX,1,100,-0.258
1576771342.468227,619229.000,42466,3,AX,1,100,-1.319
1576771342.506183,619261.000,42466,3,AX,1,100,-0.812
1576771342.546906,619295.333,42485,3,AX,1,100,-0.888
1576771342.587630,619329.667,42485,3,AX,1,100,-0.883
1576771342.628353,619364.000,42485,3,AX,1,100,-0.925
1576771342.675205,619403.500,42502,2,AX,1,100,-0.760
1576771342.722057,619443.000,42502,2,AX,1,100,-0.858
1576771342.762385,619477.000,42520,3,AX,1,100,-0.796
1576771342.802713,619511.000,42520,3,AX,1,100,-0.870
1576771342.843042,619545.000,42520,3,AX,1,100,-0.871
1576771342.882480,619578.250,42538,4,AX,1,100,-0.900
1576771342.921919,619611.500,42538,4,AX,1,100,-0.752
1576771342.961357,619644.750,42538,4,AX,1,100,-0.679
1576771343.000796,619678.000,42538,4,AX,1,100,-0.447
1576771343.039543,619710.667,42554,3,AX,1,100,-0.604
1576771343.078289,619743.333,42554,3,AX,1,100,-0.667
1576771343.117036,619776.000,42554,3,AX,1,100,-0.916
1576771343.156178,619809.000,42572,3,AX,1,100,-0.810
1576771343.195320,619842.000,42572,3,AX,1,100,-0.962
1576771343.234462,619875.000,42572,3,AX,1,100,-0.836
