EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1576771341.546609,618452.000,42314,5,PI,1,100,164224
1576771341.546609,618452.000,42314,5,PI,1,100,164322
1576771341.546609,618452.000,42314,5,PI,1,100,164478
1576771341.546609,618452.000,42314,5,PI,1,100,164655
1576771341.546609,618452.000,42314,5,PI,1,100,164843
1576771341.588123,618487.000,42333,3,PI,1,100,164994
1576771341.629637,618522.000,42333,3,PI,1,100,165168
1576771341.671152,618557.000,42333,3,PI,1,100,165388
1576771341.708317,618588.333,42351,3,PI,1,100,165651
1576771341.745482,618619.667,42351,3,PI,1,100,165821
1576771341.782647,618651.000,42351,3,PI,1,100,166103
1576771341.820208,618682.667,42369,3,PI,1,100,166279
1576771341.857769,618714.333,42369,3,PI,1,100,166426
1576771341.895329,618746.000,42369,3,PI,1,100,166482
1576771341.940402,618784.000,42385,3,PI,1,100,166263
1576771341.985475,618822.000,42385,3,PI,1,100,166116
1576771342.030547,618860.000,42385,3,PI,1,100,166091
1576771342.072062,618895.000,42403,2,PI,1,100,166143
1576771342.113576,618930.000,42403,2,PI,1,100,166146
1576771342.154695,618964.667,42421,3,PI,1,100,166124
1576771342.195814,618999.333,42421,3,PI,1,100,165969
1576771342.236933,619034.000,42421,3,PI,1,100,165896
1576771342.276075,619067.000,42439,3,PI,1,100,165800
1576771342.315217,619100.000,42439,3,PI,1,100,165780
1576771342.354359,619133.000,42439,3,PI,1,100,165476
1576771342.392315,619165.000,42457,4,PI,1,100,165317
1576771342.430271,619197.000,42457,4,PI,1,100,163882
1576771342.468227,619229.000,42457,4,PI,1,100,163396
1576771342.506183,619261.000,42457,4,PI,1,100,163237
1576771342.546906,619295.333,42476,3,PI,1,100,163389
1576771342.587630,619329.667,42476,3,PI,1,100,163469
1576771342.628353,619364.000,42476,3,PI,1,100,163632
1576771342.669868,619399.000,42494,2,PI,1,100,163511
1576771342.711382,619434.000,42494,2,PI,1,100,163402
1576771342.752501,619468.667,42511,3,PI,1,100,163463
1576771342.793620,619503.333,42511,3,PI,1,100,163544
1576771342.834739,619538.000,42511,3,PI,1,100,163626
1576771342.875067,619572.000,42529,3,PI,1,100,163721
1576771342.915395,619606.000,42529,3,PI,1,100,163742
1576771342.955723,619640.000,42529,3,PI,1,100,163671
1576771342.993679,619672.000,42547,4,PI,1,100,163717
1576771343.031635,619704.000,42547,4,PI,1,100,163533
1576771343.069591,619736.000,42547,4,PI,1,100,163077
1576771343.107547,619768.000,42547,4,PI,1,100,163113
1576771343.147084,619801.333,42563,3,PI,1,100,163226
1576771343.186622,619834.667,42563,3,PI,1,100,163493
1576771343.226159,619868.000,42563,3,PI,1,100,163653
1576771343.266883,619902.333,42581,3,PI,1,100,164000
1576771343.307606,619936.667,42581,3,PI,1,100,164003
1576771343.348330,619971.000,42581,3,PI,1,100,163811
1576771343.389844,620006.000,42599,2,PI,1,100,163734
1576771343.431359,620041.000,42599,2,PI,1,100,163861
1576771343.472082,620075.333,42618,3,PI,1,100,163958
1576771343.512806,620109.667,42618,3,PI,1,100,164102
1576771343.553529,620144.000,42618,3,PI,1,100,164040
1576771343.592078,620176.500,42636,4,PI,1,100,164075
1576771343.630627,620209.000,42636,4,PI,1,100,163994
1576771343.669176,620241.500,42636,4,PI,1,100,163817
1576771343.707725,620274.000,42636,4,PI,1,100,163102
1576771343.746472,620306.667,42654,3,PI,1,100,163801
1576771343.785219,620339.333,42654,3,PI,1,100,163202
1576771343.823965,620372.000,42654,3,PI,1,100,164050
1576771343.870224,620411.000,42672,2,PI,1,100,164402
1576771343.916483,620450.000,42672,2,PI,1,100,164691
1576771343.953648,620481.333,42689,3,PI,1,100,165106
1576771343.990813,620512.667,42689,3,PI,1,100,165352
1576771344.027979,620544.000,42689,3,PI,1,100,165234
1576771344.072656,620581.667,42707,3,PI,1,100,165251
1576771344.117333,620619.333,42707,3,PI,1,100,165452
1576771344.162010,620657.000,42707,3,PI,1,100,165602
1576771344.200362,620689.333,42723,3,PI,1,100,165862
1576771344.238713,620721.667,42723,3,PI,1,100,166043
1576771344.277064,620754.000,42723,3,PI,1,100,166189
1576771344.315416,620786.333,42741,3,PI,1,100,166355
1576771344.353767,620818.667,42741,3,PI,1,100,166533
1576771344.392118,620851.000,42741,3,PI,1,100,166689
1576771344.432051,620884.667,42760,3,PI,1,100,166879
1576771344.471984,620918.333,42760,3,PI,1,100,167089
1576771344.511917,620952.000,42760,3,PI,1,100,167301
1576771344.552640,620986.333,42778,3,PI,1,100,167469
1576771344.593364,621020.667,42778,3,PI,1,100,167597
1576771344.634088,621055.000,42778,3,PI,1,100,167743
1576771344.675206,621089.667,42796,3,PI,1,100,167828
1576771344.716325,621124.333,42796,3,PI,1,100,167788
1576771344.757444,621159.000,42796,3,PI,1,100,167550
1576771344.796982,621192.333,42814,3,PI,1,100,167662
1576771344.836519,621225.667,42814,3,PI,1,100,167743
1576771344.876057,621259.000,42814,3,PI,1,100,167764
1576771344.913716,621290.750,42832,4,PI,1,100,167849
1576771344.951375,621322.500,42832,4,PI,1,100,167952
1576771344.989035,621354.250,42832,4,PI,1,100,167998
1576771345.026694,621386.000,42832,4,PI,1,100,168081
1576771345.067616,621420.500,42850,2,PI,1,100,168150
1576771345.108537,621455.000,42850,2,PI,1,100,168258
1576771345.149260,621489.333,42868,3,PI,1,100,168362
1576771345.189984,621523.667,42868,3,PI,1,100,168468
1576771345.230707,621558.000,42868,3,PI,1,100,168570
1576771345.271826,621592.667,42885,3,PI,1,100,168648
1576771345.312945,621627.333,42885,3,PI,1,100,168803
1576771345.354064,621662.000,42885,3,PI,1,100,168851
1576771345.394392,621696.000,42903,3,PI,1,100,168979
1576771345.434721,621730.000,42903,3,PI,1,100,168856
1576771345.475049,621764.000,42903,3,PI,1,100,168620
1576771345.512708,621795.750,42920,4,PI,1,100,168608
1576771345.550368,621827.500,42920,4,PI,1,100,168645
1576771345.588027,621859.250,42920,4,PI,1,100,168656
1576771345.625686,621891.000,42920,4,PI,1,100,168688
