EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1576770650.605949,36112.000,5806,1,T0,1,100,24.922
1576770650.740046,36225.000,5824,1,T0,1,100,24.906
1576770650.877702,36341.000,5842,1,T0,1,100,24.938
1576770651.012986,36455.000,5860,1,T0,1,100,24.922
1576770651.151829,36572.000,5878,1,T0,1,100,24.938
1576770651.283552,36683.000,5896,1,T0,1,100,24.928
1576770651.411716,36791.000,5915,1,T0,1,100,24.922
1576770651.542252,36901.000,5932,1,T0,1,100,24.922
1576770651.679909,37017.000,5966,1,T0,1,100,24.965
1576770651.818752,37134.000,5984,1,T0,1,100,24.949
1576770651.942169,37238.000,6002,1,T0,1,100,24.896
1576770652.073892,37349.000,6020,1,T0,1,100,24.917
1576770652.207989,37462.000,6038,1,T0,1,100,24.955
1576770652.345645,37578.000,6056,1,T0,1,100,24.928
1576770652.479742,37691.000,6075,1,T0,1,100,24.955
1576770652.605532,37797.000,6093,1,T0,1,100,24.976
1576770652.738442,37909.000,6111,1,T0,1,100,24.965
1576770652.873725,38023.000,6128,1,T0,1,100,24.949
1576770653.012569,38140.000,6162,1,T0,1,100,24.960
1576770653.140732,38248.000,6180,1,T0,1,100,24.928
1576770653.267708,38355.000,6198,1,T0,1,100,24.944
1576770653.401805,38468.000,6217,1,T0,1,100,24.976
1576770653.538275,38583.000,6235,1,T0,1,100,24.949
1576770653.675932,38699.000,6253,1,T0,1,100,24.928
1576770653.802908,38806.000,6271,1,T0,1,100,24.949
1576770653.933445,38916.000,6288,1,T0,1,100,24.997
1576770654.061608,39024.000,6306,1,T0,1,100,24.981
1576770654.193331,39135.000,6341,1,T0,1,100,24.965
1576770654.327428,39248.000,6359,1,T0,1,100,24.965
1576770654.468645,39367.000,6377,1,T0,1,100,24.971
1576770654.599181,39477.000,6395,1,T0,1,100,24.949
1576770654.738025,39594.000,6413,1,T0,1,100,24.955
1576770654.865001,39701.000,6431,1,T0,1,100,24.992
1576770654.996725,39812.000,6449,1,T0,1,100,24.976
